run_id,experiment_name,experiment_prefix,dataset,model_architecture,pipeline_method,pipeline_kind,status,lifecycle_stage,is_child_run,start_time_iso,end_time_iso,evidence_duration_seconds,evidence_duration_hours,duration_source,overhead_category
d944032f41144803871be180b2edb25b,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:24:01.607000+00:00,2026-03-12T16:27:19.911000+00:00,198.086,0.055024,metric:ep_val_loss,improv-10_active_finished
e9cf47ce3a804c2dadc37335c6919fe1,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:24:07.715000+00:00,2026-03-12T16:25:39.312000+00:00,91.245,0.025346,metric:ep_val_loss,improv-10_active_finished
4f23d9c2710448c19eea1b075c8ee250,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:24:18.806000+00:00,2026-03-12T16:27:54.216000+00:00,214.866,0.059685,metric:ep_val_loss,improv-10_active_finished
fc6f528b06f943eea233c1f19849e622,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:25:39.808000+00:00,2026-03-12T16:27:20.515000+00:00,100.434,0.027898,metric:ep_val_loss,improv-10_active_finished
44342572285e4c399f3de6906d51acf4,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:27:20.104000+00:00,2026-03-12T16:27:51.884000+00:00,31.582,0.008773,metric:ep_val_loss,improv-10_active_finished
4987828ca4c745a89bc8668e435f6be6,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:27:21.003000+00:00,2026-03-12T16:28:11.299000+00:00,50.037,0.013899,metric:ep_val_loss,improv-10_active_finished
096a2224dd704b87a6ddaee5aa107a46,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:27:52.098000+00:00,2026-03-12T16:28:26.999000+00:00,34.45,0.009569,metric:ep_val_loss,improv-10_active_finished
7452b469db60401095581e1c960bcedb,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:27:54.715000+00:00,2026-03-12T16:28:24.538000+00:00,29.494,0.008193,metric:ep_val_loss,improv-10_active_finished
f1a2f3e16a194e8dbfbedb1c41ad6bc5,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:28:11.598000+00:00,2026-03-12T16:31:04.497000+00:00,172.684,0.047968,metric:ep_val_loss,improv-10_active_finished
b8a30323f1d34e66b9d5f51164178cf6,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:28:24.801000+00:00,2026-03-19T01:03:50.428000+00:00,163.415,0.045393,metric:ep_val_loss,improv-10_active_finished
319eab1caa7a4b75a3657bc152663a7f,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:28:27.399000+00:00,2026-03-12T16:30:01.108000+00:00,93.481,0.025967,metric:ep_val_loss,improv-10_active_finished
4b16c722b43541ca8c559b7c67463d17,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:30:01.399000+00:00,2026-03-12T16:31:05.221000+00:00,63.437,0.017621,metric:ep_val_loss,improv-10_active_finished
49fbdc9a6a2d44448fd1d8710f9176fa,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:31:04.724000+00:00,2026-03-12T16:32:21.071000+00:00,76.138,0.021149,metric:ep_val_loss,improv-10_active_finished
a20ac42040954c1eadb2eebe4166e75c,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:31:05.614000+00:00,2026-03-12T16:32:37.901000+00:00,92.042,0.025567,metric:ep_val_loss,improv-10_active_finished
b71cf02c96014d55a4bc85bfeb159be8,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:31:08.899000+00:00,2026-03-12T16:34:22.460000+00:00,193.209,0.053669,metric:ep_val_loss,improv-10_active_finished
a41c058767e947a7a02cad498d3e5c6f,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:32:21.229000+00:00,2026-03-12T16:36:52.373000+00:00,270.967,0.075269,metric:ep_val_loss,improv-10_active_finished
bdf93301231d4ee587f85442020e2908,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:32:38.076000+00:00,2026-03-12T16:33:38.425000+00:00,60.159,0.016711,metric:ep_val_loss,improv-10_active_finished
ab7a364fd5064e849fcee598da09d4b3,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:33:38.660000+00:00,2026-03-12T16:34:10.163000+00:00,31.291,0.008692,metric:ep_val_loss,improv-10_active_finished
3be142762a52414c8f8ffc8a1869ccc6,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:34:10.334000+00:00,2026-03-12T16:34:39.809000+00:00,29.265,0.008129,metric:ep_val_loss,improv-10_active_finished
a0712cdc0046440e921bc6219b398bb3,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:34:22.711000+00:00,2026-03-12T16:37:47.219000+00:00,203.89,0.056636,metric:ep_val_loss,improv-10_active_finished
f78e1654c1d1490199632581533503e9,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:34:40.194000+00:00,2026-03-12T16:35:37.191000+00:00,56.8,0.015778,metric:ep_val_loss,improv-10_active_finished
7cd6bb0b32af47cc857c382f2944ec14,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:35:37.359000+00:00,2026-03-12T16:36:57.950000+00:00,80.362,0.022323,metric:ep_val_loss,improv-10_active_finished
5987a6b3e29241de97cfc5cfb0ad9e07,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:36:52.528000+00:00,2026-03-12T16:39:18.260000+00:00,145.542,0.040428,metric:ep_val_loss,improv-10_active_finished
3c44dede9a6f4ee982c16c14c1e26e7f,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:36:58.117000+00:00,2026-03-12T16:37:34.607000+00:00,36.162,0.010045,metric:ep_val_loss,improv-10_active_finished
9ec7c1213df146d7a89fff63baefc739,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:37:35.006000+00:00,2026-03-12T16:38:10.739000+00:00,35.494,0.009859,metric:ep_val_loss,improv-10_active_finished
15dc3bded21347bc9853258ee389e963,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:37:47.406000+00:00,2026-03-12T16:38:29.111000+00:00,41.005,0.011390,metric:ep_val_loss,improv-10_active_finished
c836b3713ff44e92abaa67723f87eefb,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:38:10.981000+00:00,2026-03-12T16:38:43.240000+00:00,32.087,0.008913,metric:ep_val_loss,improv-10_active_finished
c35494ae3b3748c0846ff218882b62bb,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:38:29.280000+00:00,2026-03-12T16:39:21.756000+00:00,52.193,0.014498,metric:ep_val_loss,improv-10_active_finished
8827c4c76a9345d9b5e9bb3b1b856f3e,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:38:43.372000+00:00,2026-03-12T16:39:38.650000+00:00,55.05,0.015292,metric:ep_val_loss,improv-10_active_finished
625eb0f286654226b9bc343aa625e74c,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:39:18.501000+00:00,2026-03-12T16:41:05.024000+00:00,106.341,0.029539,metric:ep_val_loss,improv-10_active_finished
03a929e0e56e4be2a7f1c2c7503633e1,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:39:21.982000+00:00,2026-03-12T16:40:12.018000+00:00,49.647,0.013791,metric:ep_val_loss,improv-10_active_finished
820006c994e9416286f256d7c2f3e497,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:39:38.784000+00:00,2026-03-12T16:40:45.004000+00:00,66.0,0.018333,metric:ep_val_loss,improv-10_active_finished
05b6d74f255b4d3d9fe22e56050c8024,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:40:12.204000+00:00,2026-03-12T16:42:15.127000+00:00,122.522,0.034034,metric:ep_val_loss,improv-10_active_finished
f659f3d488064942aef65f703b6128f7,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:40:45.194000+00:00,2026-03-12T16:42:02.726000+00:00,77.304,0.021473,metric:ep_val_loss,improv-10_active_finished
00ba3dd1bffd47999210c8fff487ada1,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:41:05.194000+00:00,2026-03-12T16:48:29.914000+00:00,444.53,0.123481,metric:ep_val_loss,improv-10_active_finished
226a5882d1104b2b9003bfe712366b04,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:42:02.850000+00:00,2026-03-19T01:23:37.140000+00:00,101.167,0.028102,metric:ep_val_loss,improv-10_active_finished
3c38cbac0f214bd6aeb19bd4ed6f197f,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:42:15.292000+00:00,2026-03-12T16:42:51.348000+00:00,35.858,0.009961,metric:ep_val_loss,improv-10_active_finished
c4980be6482245fc83cfc35bddc5e8bb,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:42:51.511000+00:00,2026-03-12T16:43:23.494000+00:00,31.791,0.008831,metric:ep_val_loss,improv-10_active_finished
a90dd74c595b4ee4bb43037c9c5bbc2a,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:43:23.604000+00:00,2026-03-12T16:45:47.252000+00:00,143.304,0.039807,metric:ep_val_loss,improv-10_active_finished
c16efa59c8604a17b8e78c515d500ba9,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:43:44.394000+00:00,2026-03-12T16:45:17.218000+00:00,92.54,0.025706,metric:ep_val_loss,improv-10_active_finished
3daac2818751473d8d9d0bf5bed81a3b,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:45:17.400000+00:00,2026-03-12T16:46:18.715000+00:00,61.059,0.016961,metric:ep_val_loss,improv-10_active_finished
e8f1784cc9dd463a8c73202d28408a20,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:45:47.385000+00:00,2026-03-12T16:46:58.305000+00:00,70.22,0.019506,metric:ep_val_loss,improv-10_active_finished
6e3d0afb3d3c4b7f866fb0f6e1c2d25d,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:46:18.867000+00:00,2026-03-12T16:47:21.360000+00:00,62.288,0.017302,metric:ep_val_loss,improv-10_active_finished
6d768237abd448e29a2693f0f431b329,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:46:58.499000+00:00,2026-03-12T16:49:26.716000+00:00,147.986,0.041107,metric:ep_val_loss,improv-10_active_finished
3718485119ce455d891845b944141f01,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:47:21.512000+00:00,2026-03-12T16:51:16.732000+00:00,235.005,0.065279,metric:ep_val_loss,improv-10_active_finished
105acba49786404b9cdf7e5c6ca81df1,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:48:30.205000+00:00,2026-03-12T16:50:15.895000+00:00,105.452,0.029292,metric:ep_val_loss,improv-10_active_finished
e74c66cb8dad4d5fb3e834ed89318d81,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:49:27.090000+00:00,2026-03-12T16:50:11.689000+00:00,44.193,0.012276,metric:ep_val_loss,improv-10_active_finished
05a4b50350cd4af2911d52cf2f5eaa25,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,GRU,baseline,train,FINISHED,active,false,2026-03-12T16:50:11.893000+00:00,2026-03-12T16:53:23.199000+00:00,190.858,0.053016,metric:ep_val_loss,improv-10_active_finished
e9d6150ad75e4c37a67d6e248524adee,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:50:16.102000+00:00,2026-03-12T16:51:36.253000+00:00,79.976,0.022216,metric:ep_val_loss,improv-10_active_finished
86cb063126aa483b943dd9cbeff565e7,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:51:16.923000+00:00,2026-03-19T01:25:12.337000+00:00,39.875,0.011076,metric:ep_val_loss,improv-10_active_finished
fff5f573663b407aa0bf40c6d527f0ad,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:51:36.400000+00:00,2026-03-12T16:52:55.721000+00:00,79.123,0.021979,metric:ep_val_loss,improv-10_active_finished
3ec7128d33b54a3e9eb97d9c09507cd1,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:51:57.235000+00:00,2026-03-12T16:53:04.549000+00:00,67.084,0.018634,metric:ep_val_loss,improv-10_active_finished
c5491c5b73b447eb85b9c174eb9b0bd3,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,DLinear,baseline,train,FINISHED,active,false,2026-03-12T16:52:55.911000+00:00,2026-03-12T16:53:35.757000+00:00,39.657,0.011016,metric:ep_val_loss,improv-10_active_finished
68705f949fa04bb39d908c5c11f2eb32,improv-10-BeijingAir_Tiantan,improv-10,BeijingAir_Tiantan,TSMixer,baseline,train,FINISHED,active,false,2026-03-12T16:53:04.695000+00:00,2026-03-12T16:53:51.241000+00:00,46.321,0.012867,metric:ep_val_loss,improv-10_active_finished
