run_id,experiment_name,dataset,model_architecture,pipeline_method,pipeline_id,pipeline_kind,status,lifecycle_stage,start_time_iso,end_time_iso,evidence_duration_seconds,evidence_duration_hours,duration_source,data_config_signature,signature,best_model,backbone_current,tested,ledger_category
0954926880684284a2d1e51f42ef8fc2,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,GRU,adversarial_training,advtrain_eps0.05_steps7_alpha0.02_channelsall,train,FINISHED,active,2026-03-26T20:51:51.346000+00:00,2026-05-01T21:49:59.021000+00:00,9.55,0.002653,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,12e14932fcdbb7cbaa861dd621c72ae20623f15a109f95859fbe90634cde6721,true,true,true,testing_current_winner
a821a9e98c12454bb58f62ed3ab0772a,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,GRU,baseline,baseline,train,FINISHED,active,2026-03-15T12:06:28.370000+00:00,2026-05-01T21:50:11.609000+00:00,9.616,0.002671,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,5861318fc900be5c537e559a1dea3a313ba29898233b97dca317be34a2aebab7,true,true,true,testing_current_winner
c7c0c8ad29454524aedcf5df2111d3d2,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,GRU,ensemble,ensemble_top3_mean,wrap,FINISHED,active,2026-04-23T20:29:46.180000+00:00,2026-05-01T21:50:24.724000+00:00,13.222,0.003673,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
83ca5bcbbe234ecba2323b66ed99090e,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,GRU,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,train,FINISHED,active,2026-04-18T18:03:22.658000+00:00,2026-05-01T21:50:40.486000+00:00,9.423,0.002618,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,0372fbfb2d3de648cfcf86351341894d3782cf005c8299b3996055d79b247029,true,true,true,testing_current_winner
cbf1633413d840079faaf3c8bcb2a434,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,GRU,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,wrap,FINISHED,active,2026-04-23T20:33:16.686000+00:00,2026-05-01T21:50:54.641000+00:00,80.321,0.022311,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
f00ca3f812ad4a07a3dd523122a81df0,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,GRU,randomized_training,rt_spaceraw_std0.1_channelscontinuous,train,FINISHED,active,2026-03-23T19:44:58.144000+00:00,2026-05-01T21:52:17.468000+00:00,9.614,0.002671,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,8e119e3aaa8742d8b3935c0bc0f45b21f651ee40348c2d95ba20275e855f13ea,true,true,true,testing_current_winner
105fe629e4624431854118ffa2c491d2,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,GRU,revin,revin_affineFalse_eps1e-5,train,FINISHED,active,2026-03-15T12:20:38.893000+00:00,2026-05-01T21:52:30.320000+00:00,13.314,0.003698,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,e134fcc88a45a3b99bb6166556cf29d3ad6acdbfdf8415f0a481163a14735e9d,true,true,true,testing_current_winner
d8193aea68954391adcc600410d1860c,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,train,FINISHED,active,2026-04-03T11:53:23.754000+00:00,2026-05-01T21:52:46.180000+00:00,9.327,0.002591,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,35e8898fa44020af72d539f56abbee20a7d5e99355533d72d7415c752dc8faa3,true,true,true,testing_current_winner
c08994e7448e4ec49627ff352f7a4d8f,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,adversarial_training,advtrain_eps0.05_steps3_alpha0.02_channelsall,train,FINISHED,active,2026-03-26T20:40:12.913000+00:00,2026-05-01T21:52:58.212000+00:00,9.885,0.002746,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,3fb5993c3c822d25603055480f250809c90f613e2d49d95dcb59b8d04a7d98a5,true,true,true,testing_current_winner
bffc3cf719dd48b497ad3b9b0a32a8da,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,baseline,baseline,train,FINISHED,active,2026-03-15T22:34:08.755000+00:00,2026-05-01T21:53:10.923000+00:00,9.736,0.002704,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,d64be9cb1994e4a0070ad94fb157e9274f650e7dafc37fc78494d16cb4a2d6e6,true,true,true,testing_current_winner
7c2a137a453746cdbe3d1b60a3bb7b4a,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,ensemble,ensemble_top5_mean,wrap,FINISHED,active,2026-04-23T20:30:03.795000+00:00,2026-05-01T21:53:24.221000+00:00,16.386,0.004552,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
85060b2607b94afba7ae400723ffc861,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,fault_augmentation,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,train,FINISHED,active,2026-04-18T18:20:47.797000+00:00,2026-05-01T21:53:43.508000+00:00,9.606,0.002668,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,b61f85251cf70c90b17f0e150cac2feba9567ac6cd83b6849149100fc4c4ff8a,true,true,true,testing_current_winner
b22e34592bd842199e36a43e45786935,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,wrap,FINISHED,active,2026-04-23T20:34:03.887000+00:00,2026-05-01T21:53:57.506000+00:00,64.692,0.017970,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
24f9ae74884a4895bed21cc4218b061e,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,randomized_training,rt_spaceraw_std0.1_channelscontinuous,train,FINISHED,active,2026-03-23T19:54:05.122000+00:00,2026-05-01T21:55:04.588000+00:00,9.241,0.002567,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,57b2c60bf1a1a09bc0e6e9c3c6f67ae9d45b98fae6087df3d48722b3182554fb,true,true,true,testing_current_winner
38cfc9a0190d44c1b164fa585c155782,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,ModernTCN,revin,revin_affineFalse_eps1e-5,train,FINISHED,active,2026-03-15T23:29:22.704000+00:00,2026-05-01T21:55:16.821000+00:00,9.743,0.002706,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,7e3fc413da1410b94eb19384059ff69c81e59287f28626c2cd71b9d6c47b6229,true,true,true,testing_current_winner
706dc10764014afcaa70e5009a882797,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,PatchTST,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,train,FINISHED,active,2026-04-03T17:14:12.436000+00:00,2026-05-01T21:55:28.922000+00:00,9.783,0.002717,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,0e13eaab0046009ca65577b0f9c7308eb8ce9eef95f26bfa25e573013ac683ca,true,true,true,testing_current_winner
85f668cf69794d92a27b4f17017ff337,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,PatchTST,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,train,FINISHED,active,2026-03-31T16:40:05.850000+00:00,2026-05-01T21:55:41.543000+00:00,9.918,0.002755,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,4462b1e9bc69fa5dcd7387e3a6ef2fb70d6ed648e69b51a95217c7856fc8cc0b,true,true,true,testing_current_winner
bf9287ea69da4512a922e1e6f4087986,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,PatchTST,baseline,baseline,train,FINISHED,active,2026-03-30T19:38:45.900000+00:00,2026-05-01T21:55:54.127000+00:00,10.08,0.002800,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,64bb6e69f5cc6da41d804fbf61c668a875d7379c8e031330a4a6bd70ee050f84,true,true,true,testing_current_winner
f0f2eafeffce491ca7abf254bbfb2ac4,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,PatchTST,ensemble,ensemble_top3_mean,wrap,FINISHED,active,2026-04-23T20:29:27.789000+00:00,2026-05-01T21:56:07.368000+00:00,16.578,0.004605,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
268d64b80ac342678bb036cd9076282b,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,PatchTST,fault_augmentation,fa_profholdout_simple_mix0.75_sev0.75_frac0.25,train,FINISHED,active,2026-04-18T17:49:30.500000+00:00,2026-05-01T21:56:26.282000+00:00,10.586,0.002941,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,99876997ca6b8f504750310442dfb9c6a865a6b197323fd6defb43cc6c9612e8,true,true,true,testing_current_winner
a4ae224a5b37421ba166660aa19a795b,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,PatchTST,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,wrap,FINISHED,active,2026-04-23T20:32:08.718000+00:00,2026-05-01T21:56:41.510000+00:00,80.733,0.022426,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
f0420cde0ea04422bac35a2576b86fc4,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,PatchTST,randomized_training,rt_spaceraw_std0.1_channelscontinuous,train,FINISHED,active,2026-03-31T16:30:39.208000+00:00,2026-05-01T21:58:04.790000+00:00,10.738,0.002983,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,11f49c9f076acadd43fa79195d606a54b1f5d57a955e001328aee4d2836dd2c2,true,true,true,testing_current_winner
2accda0b4aba4824be952a1fd0a49ed1,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,SeasonalNaive,baseline,baseline,train,FINISHED,active,2026-03-16T09:55:29.997000+00:00,2026-05-01T21:58:18.220000+00:00,8.339,0.002316,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,d3caa65c8cb25efc77fe50e4cb7945cd0537f7f1cc7b19a9b161be2ad64371fb,true,true,true,testing_current_winner
f90e701acfe84dbb8310b2b954d76b17,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,train,FINISHED,active,2026-04-03T08:58:57.308000+00:00,2026-05-01T21:58:28.859000+00:00,8.855,0.002460,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,e053ed5228dc38f04675f79a61ec335ab0feb6e6378b1d5f533ac50e234676ae,true,true,true,testing_current_winner
ff851d62b9a74fb5b20f05187e60de8e,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,adversarial_training,advtrain_eps0.1_steps3_alpha0.02_channelsall,train,FINISHED,active,2026-03-26T15:04:46.952000+00:00,2026-05-01T21:58:40.660000+00:00,8.902,0.002473,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,953aa128cb8ce96d5a216de947edf03510505f5ac8f240d94ddff94872e73d66,true,true,true,testing_current_winner
f26ecf129f89445c806cd2def2c60008,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,baseline,baseline,train,FINISHED,active,2026-03-14T20:26:15.309000+00:00,2026-05-01T21:58:52.213000+00:00,9.029,0.002508,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,e5f3e861ae4b3927ae3b41a4380dc8dd0fad8574dd598dd70d2c183abe7277ac,true,true,true,testing_current_winner
353ebcf1101b470ca06070a21575ac8e,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,ensemble,ensemble_top10_mean,wrap,FINISHED,active,2026-04-23T20:29:22.672000+00:00,2026-05-01T21:59:05.719000+00:00,15.985,0.004440,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
d8035d46cf5f4e1fb82fa36952007ecf,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,fault_augmentation,fa_profholdout_varying_mix0.75_sev1.0_frac0.1,train,FINISHED,active,2026-04-18T17:45:18.636000+00:00,2026-05-01T21:59:24.002000+00:00,9.024,0.002507,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,2fa26c6c310ce4f0c5e8f5f03fed41895937376bac7f6238bea84da8b1cf1a41,true,true,true,testing_current_winner
55e8def8826e447193b8dc52cb805d2d,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,wrap,FINISHED,active,2026-04-23T20:31:08.097000+00:00,2026-05-01T21:59:36.451000+00:00,45.477,0.012632,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,,true,true,true,testing_current_winner
d99eb3f8058543958bcfd350251f3c42,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,randomized_training,rt_spaceraw_std0.1_channelscontinuous,train,FINISHED,active,2026-03-23T19:16:49.793000+00:00,2026-05-01T22:00:24.308000+00:00,8.979,0.002494,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,216ea439ad0811f9ebd3cc7f6f826b745b7fb43465c983ce4d60588bf3041f08,true,true,true,testing_current_winner
12dfa2584f574666b50a46bd33ea62ef,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,TSMixer,revin,revin_affineFalse_eps1e-5,train,FINISHED,active,2026-03-14T21:00:46.076000+00:00,2026-05-01T22:00:36.009000+00:00,9.013,0.002504,metric:MSE_val->degradation/MSE/scenario/7/err_pert_CI_hi,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,16842e3297345bbabfaebc62c899bb9efb6845fdc1921a6e747aef9ce3e7ee6a,true,true,true,testing_current_winner
b3e7b9a229724d3cab077d959057c670,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,Chronos2,baseline,baseline,train,FINISHED,active,2026-03-23T16:23:36.341000+00:00,2026-05-01T21:45:33.606000+00:00,21.096,0.005860,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,8471a811d76f0a178ebe7176f7affa820329f39673e20f52cda4fb7665abcceb,true,true,true,training_current_scope
fa343e602ab24cbea1d13e7338563ae3,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.01_sinit0.1,train,FINISHED,active,2026-04-02T18:41:18.041000+00:00,2026-04-26T16:08:45.277000+00:00,93.108,0.025863,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,b58143ae406be5c0297470e423e53373f8b9925b8da69cda5593a479e78c127e,false,false,false,training_current_scope
a9d4fde5b6ff4a32b0cc400fa031688a,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.25_ainit1.0_slo0.001_sinit0.1,train,FINISHED,active,2026-04-02T18:42:51.790000+00:00,2026-04-02T18:44:15.407000+00:00,82.949,0.023041,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,296c4f1a91563a7bbccdc2a24a1703145ccae371b2b73eeb0a6918b812d31e64,false,false,false,training_current_scope
a7cf5e057eac416ab31857e6e7f4786f,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,train,FINISHED,active,2026-04-02T18:44:15.876000+00:00,2026-04-02T18:45:49.441000+00:00,92.911,0.025809,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,a216ccfded680ad05dd5574f3233344bd80424f31f90bf5346b49cf63bbdd911,false,false,false,training_current_scope
e0a34541b4f64346a84519b632ef6ae5,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.25_ainit1.5_slo1e-05_sinit0.1,train,FINISHED,active,2026-04-02T18:45:49.764000+00:00,2026-04-02T18:49:12.974000+00:00,202.764,0.056323,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,e6cec561d298cd096c9211350d32474d49ca73ee658ad64f905d71e108d777ff,false,false,false,training_current_scope
a2b714845b414b6181d8a333e27049cb,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.25_ainit1.0_slo0.01_sinit1.0,train,FINISHED,active,2026-04-02T18:49:13.899000+00:00,2026-04-02T18:51:49.075000+00:00,154.757,0.042988,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,b3e9809387d9a153725ebdc6f6e0e8fb8e1a7a175947d4f78a848d95548cd1ad,false,false,false,training_current_scope
1e86ed5251eb44db8303bf0986323b75,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,train,FINISHED,active,2026-04-02T18:51:49.351000+00:00,2026-04-02T18:55:14.469000+00:00,199.479,0.055411,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,262e34b40b22f59d83d86d4b6bc330dceaa328629582cce61b676bffc4d553a2,false,false,false,training_current_scope
a061bb8428bc42eca0e16f27f9f5cc47,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.25_ainit1.5_slo0.001_sinit1.0,train,FINISHED,active,2026-04-02T18:55:14.832000+00:00,2026-04-02T18:58:32.300000+00:00,197.108,0.054752,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,05de796e1e8494538e3deb3106111d50712f15bba5a9282332ed2438e863e31e,false,false,false,training_current_scope
8abfbfd30c9e4733bd4bd7be372ee019,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.5_ainit1.5_slo0.001_sinit1.0,train,FINISHED,active,2026-04-02T18:58:32.821000+00:00,2026-04-02T19:02:27.274000+00:00,234.093,0.065026,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,b96d4a24123c17543e49c4fa461f4dce9d6476660ad7311c2cf07fe41348445b,false,false,false,training_current_scope
360bcbd9360e47e895254c3b33ba71e5,improv-11-BeijingAir_Tiantan,BeijingAir_Tiantan,DLinear,adaptive_robust_loss,arl_alo0.5_ainit1.9_slo0.01_sinit1.0,train,FINISHED,active,2026-04-02T19:02:27.587000+00:00,2026-04-02T19:07:45.148000+00:00,317.154,0.088098,metric:ep_val_loss,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,133d5d6496c7c0617887fe44168ea07826f64d3d41e4343e958be2fdd8d350ff,false,false,false,training_current_scope
