,dataset,data_config_signature,run_id,robustness_method,pipeline_method,pipeline_id,model_architecture,model,scenario_idx,scenario,D,D_CI_lo,D_CI_hi,err_pert,err_pert_CI_lo,err_pert_CI_hi
10,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,91d651009a96427f8455883dcacee85d,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,RandomizedSmoothing,2,noise,1.0180017103867862,1.013350660257514,1.0230789902291113,0.3518744445972086,0.34143412800995415,0.3624283399876734
11,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,91d651009a96427f8455883dcacee85d,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,RandomizedSmoothing,3,spike,1.0118392211820744,1.0080453545675079,1.0157266959029896,0.3497443671679473,0.3390703320892992,0.3602830336698443
12,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,91d651009a96427f8455883dcacee85d,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,RandomizedSmoothing,4,time_stretch,1.0055358565772414,1.0020209531687585,1.0091886293325976,0.3475655958586372,0.336892837887528,0.3580463081532845
13,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,91d651009a96427f8455883dcacee85d,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,RandomizedSmoothing,5,time_compress,1.0010870664983995,0.9994379354801383,1.0026587019366864,0.3460278621572594,0.3354663436712901,0.3565479070878994
14,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,91d651009a96427f8455883dcacee85d,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,RandomizedSmoothing,6,stuck_sensor,1.029797358706705,1.0221637430019415,1.0378574216023475,0.35595163539058994,0.34519712224474847,0.36640931122997455
15,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,91d651009a96427f8455883dcacee85d,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.35,GRU,RandomizedSmoothing,7,missing_data,1.0331917541808302,1.0239395156065172,1.0437276913254605,0.3571249153664627,0.34534732475158614,0.36753363321836124
16,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,0,drift,1.2050371583771515,1.186768290463484,1.2249652549975605,0.4304020486477995,0.41870605918962744,0.44190440071508347
17,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,1,attenuation,1.1252436626272078,1.1105898457000152,1.1399088684207337,0.40190227683512275,0.39093226542887455,0.41298438729384085
18,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,2,noise,1.1844918981184105,1.1652427329009407,1.2056570962280622,0.4230639163388565,0.4101764757663162,0.43556954247134344
19,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,3,spike,1.1782102293540795,1.1221635274962105,1.2439893569999407,0.4208202983007737,0.3984545555859537,0.44579382401538725
20,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,4,time_stretch,1.0126938759316084,1.0047632524292993,1.0217578405764587,0.36170296975823873,0.3508176410363726,0.37228152545621396
21,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,5,time_compress,1.0015833542265045,0.9975159572228949,1.0056405550311835,0.3577346346158913,0.34709856673873585,0.36775140450347976
22,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,6,stuck_sensor,1.0776923744172533,1.0581269492262535,1.0999863768522702,0.3849184255744956,0.372190482956436,0.3975450383000025
23,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,942603ee56af4830bbd328dfe54df3cf,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,PatchTST,RandomizedSmoothing,7,missing_data,1.0274945831862419,1.0168376287109264,1.0388729134171033,0.3669893251868212,0.35569449019417126,0.37803371610166925
24,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,0,drift,1.21992701017686,1.2032396493121404,1.2387075076335339,0.43896148052755746,0.4272984069929854,0.45054137795802
25,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,1,attenuation,1.0822412856664738,1.072368781948156,1.0931632519870929,0.3894185742926784,0.37856143063562636,0.399467449198337
26,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,2,noise,1.2502935165395157,1.2297837249099126,1.271339373923985,0.44988813964748986,0.43797677679080926,0.4630413038959366
27,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,3,spike,1.1463000504964345,1.1248227246688836,1.1687486422973805,0.4124685846752254,0.3994414084977203,0.4252162897758966
28,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,4,time_stretch,1.0002360101195171,0.9952176693757301,1.00568900954532,0.35991094238940274,0.3490660336231452,0.37025262075045
29,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,5,time_compress,0.9989667025313492,0.9951185276175069,1.0028760004750124,0.35945421249204085,0.3488770038914759,0.36961724958718317
30,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,6,stuck_sensor,1.023282794313069,1.0137631669364957,1.0334733846078383,0.36820377501512996,0.35705289597184237,0.37919774032382086
31,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3535a87476fd41a2b9540ad341962848,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.25,TSMixer,RandomizedSmoothing,7,missing_data,1.0176359414927343,1.007182206307148,1.0291874608046925,0.3661718904403504,0.354745191483373,0.3760777502015434
32,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,0,drift,1.1578850981707198,1.143281120871966,1.1745216332751431,0.39663019434011076,0.3841435777686059,0.4084036346524465
33,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,1,attenuation,1.1150792714271922,1.098723975894105,1.1311816409655526,0.3819671820887248,0.37052858343429457,0.39348485014626583
34,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,2,noise,1.2559659700426895,1.2297306185167456,1.2832229325850932,0.43022751356728256,0.4159373978248604,0.44435094475735704
35,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,3,spike,1.1504449770093665,1.0951386996347587,1.2162274168255527,0.39408160233663514,0.37170816656604466,0.4211154390138187
36,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,4,time_stretch,1.0123504240114178,1.0043426084160831,1.0224195741298812,0.3467777122706699,0.33512995015313923,0.35816143935457195
37,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,5,time_compress,1.0030985382693651,0.9992050091760073,1.006898019923582,0.3436085055456846,0.33199229117521434,0.3548650161014305
38,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,6,stuck_sensor,1.0652724469382255,1.0480415709008524,1.0845864425953475,0.36490599829101267,0.35235226221578636,0.3769882884863169
39,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,74818a93229d4d57978a8241f637c00c,randomized_smoothing,randomized_smoothing,rs_backbonebaseline_std0.25_samples30_alpha0.45,DLinear,RandomizedSmoothing,7,missing_data,1.0251212599358517,1.0136513988937625,1.0380715354615684,0.35115232521162254,0.3391277870912987,0.36237584348124274
40,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,0,drift,1.095633128422381,1.084963572161159,1.1070590048992475,0.3626404205825296,0.3511191478001405,0.37363483711987766
41,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,1,attenuation,1.104793217855827,1.092765698611561,1.1182000766519653,0.36567229192572415,0.3551629130317607,0.3760440486153909
42,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,2,noise,1.177388338126221,1.1587778337273422,1.1975237975952184,0.38970033951223887,0.3773105295032093,0.40184094195695974
43,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,3,spike,1.1000763271377894,1.066340195747528,1.1403655437987785,0.3641110619944113,0.3489512651751921,0.38069454875794095
44,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,4,time_stretch,1.006473367753326,1.0001240120770074,1.0131203449942796,0.3331296908781253,0.3220228464193062,0.3431533648404238
45,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,5,time_compress,1.0029041320954108,1.0000423217761039,1.0058681365517117,0.33194831995517016,0.32086533238954024,0.3419922693509732
46,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,6,stuck_sensor,1.0451904348316774,1.0329977994107737,1.0585445307553798,0.3459445402330661,0.3343423135682261,0.35715812368328076
47,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,267c69033e154f2582995bc10fbbc659,ensemble,ensemble,ensemble_top7_mean,ModernTCN,Ensemble,7,missing_data,1.0280358727360939,1.0179766070840157,1.0390289500014191,0.34026660164954664,0.32868861745902117,0.35065592174393384
48,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,0,drift,1.065010597123925,1.0567597810997054,1.0740049309327744,0.35941053628130176,0.3488428529008101,0.36964331654221455
49,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,1,attenuation,1.055035533632729,1.0487816218348973,1.0621615295483566,0.35604423839798255,0.344850044219269,0.36665442646470836
50,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,2,noise,1.0179510303384487,1.0131290938720718,1.0228236427524795,0.3435292819715236,0.33270615344515153,0.3540295750612727
51,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,3,spike,1.0091809770054283,1.0053140184888607,1.013137203168039,0.3405696404617127,0.3297975175201183,0.3510546613147909
52,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,4,time_stretch,1.0050151155572697,1.0021859988366755,1.0080322511542195,0.33916378168321826,0.328335579486955,0.34961214562676346
53,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,5,time_compress,1.001039339631971,1.0001514277276764,1.0019818654443438,0.3378220713177958,0.32729307973612753,0.3481776456227031
54,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,6,stuck_sensor,1.0262282926644937,1.0196481366417773,1.033716378350778,0.34632262064775715,0.3356545354241571,0.3567871653716085
55,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,44b1104ae55f4888a45c4a6bbecc6af1,ensemble,ensemble,ensemble_top10_mean,GRU,Ensemble,7,missing_data,1.030856325149693,1.0222008172458126,1.0412694003898426,0.3478844488980343,0.33636914482190144,0.35827539708034745
56,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,0,drift,1.2076261178503822,1.189508620551125,1.2276324744723004,0.4112368804445301,0.3989935506398127,0.4229756439446942
57,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,1,attenuation,1.1251740997660487,1.1106675477723225,1.140664074500014,0.38315922445302714,0.37208339065324514,0.3943203198085525
58,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,2,noise,1.2203574312550096,1.197623665089737,1.2450263969322637,0.41557231633076297,0.4022280434671535,0.42830478371924946
59,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,3,spike,1.1856917636956563,1.1205507054701196,1.2636517678016022,0.4037675029245976,0.3792140059281562,0.4328418797445938
60,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,4,time_stretch,1.0145855108063182,1.0069385064034644,1.0233854347356033,0.34550012975117134,0.33469257303744665,0.35667381042874985
61,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,5,time_compress,1.0033149795484486,1.0009821334266389,1.005654531337714,0.3416621387977386,0.3309353101258743,0.3521095338343862
62,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,6,stuck_sensor,1.0832858206617404,1.0629956827889424,1.1053531848106406,0.36889487146212924,0.3560844920537797,0.38146528128753066
63,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29517173c81049f19b34e11332f2ecbd,ensemble,ensemble,ensemble_top7_mean,PatchTST,Ensemble,7,missing_data,1.0304374517817918,1.0195464149083238,1.0418393797698693,0.35089824317335244,0.33926186594701646,0.36165715868291165
64,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29e5bde26f224b84b86a34b701c5437f,ensemble,ensemble,ensemble_top10_mean,TSMixer,Ensemble,0,drift,1.1290752965863753,1.1165358850175906,1.1429029236966601,0.3910959843423916,0.379146425079023,0.4026968749168237
65,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29e5bde26f224b84b86a34b701c5437f,ensemble,ensemble,ensemble_top10_mean,TSMixer,Ensemble,1,attenuation,1.0561341008258363,1.0480871152772446,1.0645701950762665,0.36583016828802645,0.3545457770049236,0.3761783416461577
66,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29e5bde26f224b84b86a34b701c5437f,ensemble,ensemble,ensemble_top10_mean,TSMixer,Ensemble,2,noise,1.1396484200425598,1.125881640050222,1.1548011736432864,0.3947583673014131,0.38273308791320276,0.4060626195243119
67,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29e5bde26f224b84b86a34b701c5437f,ensemble,ensemble,ensemble_top10_mean,TSMixer,Ensemble,3,spike,1.0914698462865104,1.0754424290259708,1.107545770206576,0.37806997921578006,0.36579551319429504,0.38959326752963186
68,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29e5bde26f224b84b86a34b701c5437f,ensemble,ensemble,ensemble_top10_mean,TSMixer,Ensemble,4,time_stretch,1.0041046832616258,0.9998495505494437,1.0083895275225916,0.3478079014484654,0.33589421063383673,0.35843152933337025
69,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29e5bde26f224b84b86a34b701c5437f,ensemble,ensemble,ensemble_top10_mean,TSMixer,Ensemble,5,time_compress,1.0024557354261223,0.9997168372735731,1.0050812542196552,0.3472367288448266,0.33564024034158163,0.3575794097550942
70,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,29e5bde26f224b84b86a34b701c5437f,ensemble,ensemble,ensemble_top10_mean,TSMixer,Ensemble,6,stuck_sensor,1.0215976271579175,1.013143298345564,1.029750016012397,0.3538672139963979,0.3419733013216261,0.3645389134539722
