,dataset,pipeline_id,robustness_method,model_architecture,metric_name,delta_value
14,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.35,randomized_smoothing,GRU,err_pert_ws,7.99018726392875e-05
15,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.35,randomized_smoothing,GRU,err_pert_mean,0.00011531384160845537
16,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.35,randomized_smoothing,GRU,mCE_snaive,0.00027765385931288744
17,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.35,randomized_smoothing,GRU,relative_mCE_snaive,0.0002925854711020026
18,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.35,randomized_smoothing,GRU,err_clean,5.302184148459066e-05
19,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.35,randomized_smoothing,GRU,tau_mean,-0.00011531384160845537
20,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,MSE_test,0.0031908160599879998
21,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,MSE_w,0.004885813026648256
22,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,D_w,0.0029401834191720155
23,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,D_mean,-0.0007160636299099465
24,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,err_pert_ws,0.004885813026648256
25,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,err_pert_mean,0.003261391249626988
26,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,mCE_snaive,0.0077455489235138675
27,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,relative_mCE_snaive,0.007714895086520679
28,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,err_clean,0.0031908160599879998
29,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,PatchTST,tau_mean,-0.003261391249626988
30,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,MSE_test,0.006903863668290433
31,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,MSE_w,0.006481920923280982
32,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,D_w,-0.006091810964136357
33,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,D_mean,-0.0025066515140168555
34,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,err_pert_ws,0.006481920923280982
35,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,err_pert_mean,0.006656854517303856
36,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,mCE_snaive,0.015665440903275152
37,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,relative_mCE_snaive,0.01547598298356101
38,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,err_clean,0.006903863668290433
39,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.25,randomized_smoothing,TSMixer,tau_mean,-0.006656854517303856
40,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,MSE_test,0.0022978660401189455
41,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,MSE_w,0.0017312133846745792
42,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,D_w,-0.0033940653365152063
43,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,D_mean,-0.0010988165352312507
44,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,err_pert_ws,0.0017312133846745792
45,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,err_pert_mean,0.002149535262477964
46,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,mCE_snaive,0.005069842928340562
47,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,relative_mCE_snaive,0.004993037186911131
48,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,err_clean,0.0022978660401189455
49,Penmanshiel_Hourly_WT08,rs_backbonebaseline_std0.25_samples30_alpha0.45,randomized_smoothing,DLinear,tau_mean,-0.002149535262477964
50,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,MSE_test,-0.00453841999879806
51,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,MSE_w,-0.0072762114873243244
52,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,D_w,-0.005760303318854021
53,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,D_mean,-0.0014022701319378328
54,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,err_pert_ws,-0.0072762114873243244
55,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,err_pert_mean,-0.005326887511534761
56,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,mCE_snaive,-0.012198473913327179
57,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,relative_mCE_snaive,-0.012233429662309003
58,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,err_clean,-0.00453841999879806
59,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,ModernTCN,tau_mean,0.005326887511534761
60,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,MSE_test,-0.008127769484993774
61,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,MSE_w,-0.008196011793302038
62,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,D_w,0.0013314526799299564
63,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,D_mean,-0.0009517999956871748
64,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,err_pert_ws,-0.008196011793302038
65,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,err_pert_mean,-0.008670386927001006
66,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,mCE_snaive,-0.020311276389622823
67,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,relative_mCE_snaive,-0.02027222305267884
68,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,err_clean,-0.008127769484993774
69,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,GRU,tau_mean,0.008670386927001006
70,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,MSE_test,-0.013445015391180593
71,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,MSE_w,-0.009943919290388292
72,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,D_w,0.018260456297030103
73,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,D_mean,0.006537191260957309
74,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,err_pert_ws,-0.009943919290388292
75,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,err_pert_mean,-0.012593932240459238
76,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,mCE_snaive,-0.029703278141951617
77,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,relative_mCE_snaive,-0.029270851934268483
78,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,err_clean,-0.013445015391180593
79,Penmanshiel_Hourly_WT08,ensemble_top7_mean,ensemble,PatchTST,tau_mean,0.012593932240459238
80,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,MSE_test,-0.006536059901991409
81,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,MSE_w,-0.04864785142279576
82,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,D_w,-0.11673690746109222
83,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,D_mean,-0.03623051427257118
84,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,err_pert_ws,-0.04864785142279576
85,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,err_pert_mean,-0.019705863127916
86,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,mCE_snaive,-0.043115389119610215
87,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,relative_mCE_snaive,-0.04544298803129043
88,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,err_clean,-0.006536059901991409
89,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,TSMixer,tau_mean,0.019705863127916
90,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,MSE_test,-0.000847769216983596
91,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,MSE_w,-0.005724365934275555
92,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,D_w,-0.013720386052390898
93,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,D_mean,-0.0023318724367356047
94,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,err_pert_ws,-0.005724365934275555
95,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,err_pert_mean,-0.0017233521588837508
96,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,mCE_snaive,-0.0037247929113418676
97,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,relative_mCE_snaive,-0.0038482509348097826
98,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,err_clean,-0.000847769216983596
99,Penmanshiel_Hourly_WT08,ensemble_top10_mean,ensemble,DLinear,tau_mean,0.0017233521588837508
100,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,MSE_test,0.002100539219783981
101,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,MSE_w,-0.0035618167968816117
102,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,D_w,-0.017910546120469384
103,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,D_mean,-0.010258147714563348
104,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,err_pert_ws,-0.0035618167968816117
105,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,err_pert_mean,-0.001212765470438526
106,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,mCE_snaive,-0.0024233724214810515
107,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,relative_mCE_snaive,-0.0031552042605695885
108,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,err_clean,0.002100539219783981
109,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,ModernTCN,tau_mean,0.001212765470438526
110,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,MSE_test,-0.0005040478804439474
111,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,MSE_w,4.388369245278412e-05
112,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,D_w,0.0016807801736840045
113,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,D_mean,0.0007302707645930884
114,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,err_pert_ws,4.388369245278412e-05
115,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,err_pert_mean,-0.00026576605346601
116,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,mCE_snaive,-0.000673453278239533
117,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,relative_mCE_snaive,-0.0006174414256405747
118,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,err_clean,-0.0005040478804439474
119,Penmanshiel_Hourly_WT08,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,GRU,tau_mean,0.00026576605346601
120,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,MSE_test,-0.008741573739271535
121,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,MSE_w,-0.0038003617610243845
122,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,D_w,0.019429733879822386
123,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,D_mean,0.010848502150521133
124,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,err_pert_ws,-0.0038003617610243845
125,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,err_pert_mean,-0.0058902902861359685
126,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,mCE_snaive,-0.014341221897096856
127,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,relative_mCE_snaive,-0.013607790379122964
128,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,err_clean,-0.008741573739271535
129,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,PatchTST,tau_mean,0.0058902902861359685
130,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,MSE_test,0.0026594576099654432
131,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,MSE_w,-0.029213085503259184
132,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,D_w,-0.09155250936710346
133,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,D_mean,-0.035851583836365775
134,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,err_pert_ws,-0.029213085503259184
135,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,err_pert_mean,-0.009836411486936425
136,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,mCE_snaive,-0.02040342553970309
137,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,relative_mCE_snaive,-0.022846658989630675
138,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,err_clean,0.0026594576099654432
139,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,TSMixer,tau_mean,0.009836411486936425
140,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,MSE_test,-0.0004125029878691011
141,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,MSE_w,-0.0021113993916661022
142,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,D_w,-0.004684336392545507
143,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,D_mean,-0.0014617037950908074
144,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,err_pert_ws,-0.0021113993916661022
145,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,err_pert_mean,-0.0009501850029373093
146,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,mCE_snaive,-0.0020863349525870323
147,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,relative_mCE_snaive,-0.0021746051748315898
148,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,err_clean,-0.0004125029878691011
149,Penmanshiel_Hourly_WT08,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,DLinear,tau_mean,0.0009501850029373093
150,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,MSE_test,-0.005245833909255426
151,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,MSE_w,-0.014610255874154987
152,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,D_w,-0.026532349832708135
153,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,D_mean,-0.00967852020895843
154,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,err_pert_ws,-0.014610255874154987
155,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,err_pert_mean,-0.008682853939612212
156,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,mCE_snaive,-0.020149221655823002
157,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,relative_mCE_snaive,-0.020807646212095632
158,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,err_clean,-0.005245833909255426
159,Penmanshiel_Hourly_WT08,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,GRU,tau_mean,0.008682853939612212
160,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,MSE_test,0.02967493645248037
161,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,MSE_w,0.2542520810306145
162,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,D_w,0.5697330628728936
163,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,D_mean,0.09168274578108937
164,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,err_pert_ws,0.2542520810306145
165,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,err_pert_mean,0.06788423177243286
166,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,mCE_snaive,0.15090972718900098
167,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,relative_mCE_snaive,0.1576094521344127
168,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,err_clean,0.02967493645248037
169,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,PatchTST,tau_mean,-0.06788423177243286
170,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,MSE_test,0.08453498159295414
171,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,MSE_w,0.12932513975725746
172,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,D_w,0.06977016819439008
173,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,D_mean,-0.008979250927860782
174,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,err_pert_ws,0.12932513975725746
175,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,err_pert_mean,0.08680437131678737
176,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,mCE_snaive,0.20015153430316546
177,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,relative_mCE_snaive,0.19829635318359706
178,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,err_clean,0.08453498159295414
179,Penmanshiel_Hourly_WT08,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,ModernTCN,tau_mean,-0.08680437131678737
180,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,MSE_test,0.06163741058240413
181,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,MSE_w,0.09234254054529006
182,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,D_w,0.06576058905337878
183,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,D_mean,0.018966712629363336
184,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,err_pert_ws,0.09234254054529006
185,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,err_pert_mean,0.0710404408509599
186,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,mCE_snaive,0.16608646327045795
187,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,relative_mCE_snaive,0.16696121681007048
188,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,err_clean,0.06163741058240413
189,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,GRU,tau_mean,-0.0710404408509599
190,Penmanshiel_Hourly_WT08,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,TSMixer,MSE_test,0.008097085133820625
