,dataset,data_config_signature,run_id,model,loader_kind,model_architecture,pipeline_id,pipeline_method,pipeline_kind,stage,robustness_method,base_pipeline_method,backbone_run_id,backbone_run_ids,backbone_architecture,eval_data_seed,test_metric,MSE_val,MSE_pert_ws_val,MSE_pert_mean_val,MSE_test,best_val_loss,robustness_scoring_semantics,perturbation_channel_fraction_max,perturbation_scenarios_signature,perturbation_scenarios_count,D_w,D_w_CI_lo,D_w_CI_hi,D_mean,D_mean_CI_lo,D_mean_CI_hi,err_pert_ws,err_pert_ws_CI_lo,err_pert_ws_CI_hi,err_pert_mean,err_pert_mean_CI_lo,err_pert_mean_CI_hi,MSE_w,worst_scenario,n_test_samples,selection_pool,mCE_snaive,relative_mCE_snaive,mPC,rPC,rho_eff,rho_eff_status,val_to_test_drop_abs,val_to_test_drop
75,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,bc93326746314a9a8104677ede3f460c,SeasonalNaive,SeasonalNaive,SeasonalNaive,baseline,baseline,train,train,baseline,,,,SeasonalNaive,74851880,MSE,0.9655033946037292,,,1.2702740942031145,0.9655033349990845,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.210176325550878,1.1984693890393292,1.2209366926403753,1.0868671887617025,1.0848355642915488,1.0886752790661645,1.537255635765195,1.5225265558765828,1.5521482806957514,1.3806192337233574,1.3728067470157332,1.3884633054719586,1.537255635765195,missing_data,10000,winner_pool,1.0,1.0,1.3806192337233574,0.9200756176468324,-0.06206810338834701,computed,-0.3047706995993853,-0.3156598944164998
77,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,130478b6c656458bac702a6d267e7918,GRU,GRU,GRU,baseline,baseline,train,train,baseline,,,,GRU,74851880,MSE,0.48777174949645996,,,0.7261284965008498,0.48777174949645996,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2838151072418158,1.2700498752432634,1.2973795676304407,1.0707892546119862,1.0685787288137978,1.0730879989760589,0.9322147336065769,0.9222099424307794,0.9423172212070227,0.7775305915206671,0.7745560084237904,0.780832579278769,0.9322147336065769,missing_data,10000,winner_pool,0.5631296242329982,0.5622702145755886,0.7775305915206671,0.9338905818235564,0.045308302139240864,computed,-0.2383567470043898,-0.48866451829252505
79,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,892bc9a58a1a4da6b051823d2ca08e2a,TSMixer,TSMixer,TSMixer,baseline,baseline,train,train,baseline,,,,TSMixer,74851880,MSE,0.42147648334503174,,,0.6308187228739262,0.42147648334503174,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2898319247098935,1.2806574094823775,1.2986301340085147,1.1133019834513824,1.1116042985435488,1.1149902191057535,0.8136501274675131,0.8072903058488666,0.8200176699267328,0.7022917353738098,0.6989134818283189,0.7055821788244137,0.8136501274675131,missing_data,10000,winner_pool,0.5088025175177868,0.5100733698592473,0.7022917353738098,0.8982288856612549,0.028497612136135442,computed,-0.2093422395288944,-0.4966878290989283
81,traffic,41f9af6ab1b86f6fe5ef4323c149934cbaf2f1c6c4b6bb60ffda29c7857cf618,8a356407910a4d0fbf91309723d1cc26,DLinear,DLinear,DLinear,baseline,baseline,train,train,baseline,,,,DLinear,74851880,MSE,0.512154757976532,,,0.6844583657115698,0.512154757976532,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.177012938993062,1.1708302226763792,1.1834709064702562,1.081284797759741,1.0799199149533565,1.0826436928987178,0.8056163526445628,0.7998842868312448,0.8108512987925113,0.7400944255433977,0.7362576781434192,0.7441864673402068,0.8056163526445628,missing_data,10000,winner_pool,0.5371186200140929,0.537079154960024,0.7400944255433977,0.924825727756322,0.0427486677906167,computed,-0.17230360773503783,-0.33642879432730594
104,BeijingAir_Tiantan,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,bf9287ea69da4512a922e1e6f4087986,PatchTST,PatchTST,PatchTST,baseline,baseline,train,train,baseline,,,,PatchTST,1806770612,MSE,0.23080632090568542,,,0.33783586047456626,0.23080633580684662,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.3761617485550213,1.33716212551124,1.4180652704926038,1.1616686297558902,1.14613900830826,1.1802185715541753,0.4649167884752693,0.443679673176837,0.4886500577571087,0.3924533211198915,0.3720217155029261,0.41477188420754535,0.4649167884752693,noise,10000,winner_pool,0.9716633042498545,0.9729410040395519,0.3924533211198915,0.860830683023727,-0.0076301718978402655,computed,-0.10702953956888084,-0.4637201405442289
113,BeijingAir_Tiantan,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,b3e7b9a229724d3cab077d959057c670,Chronos2,pretrained,Chronos2,baseline,baseline,train,train,baseline,,,,Chronos2,1806770612,MSE,0.29205870628356934,,,0.3488106033523345,0.29205870628356934,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.23019314263883,1.1900336266093121,1.2956125855582445,1.1196456546680078,1.105660818611722,1.1362165705494847,0.4291044123237548,0.4036916087792779,0.4608151532370092,0.3905442763455673,0.3687847027586221,0.41480350367252916,0.4291044123237548,stuck_sensor,10000,winner_pool,0.9734802175622272,0.9724709606035005,0.3905442763455673,0.8931397141861953,0.004910612051576779,computed,-0.056751897068765156,-0.19431674470838367
114,BeijingAir_Tiantan,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,2accda0b4aba4824be952a1fd0a49ed1,SeasonalNaive,SeasonalNaive,SeasonalNaive,baseline,baseline,train,train,baseline,,,,SeasonalNaive,1806770612,MSE,0.24982471764087677,,,0.3526283968059957,0.24982471764087677,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.3531651711672756,1.3130540440460514,1.392813702103115,1.1452251350628528,1.1282373500976093,1.166139178442066,0.4771644649224272,0.45133522589081193,0.5064398743941649,0.4038389033591438,0.38193341787172247,0.42977120195165464,0.4771644649224272,noise,10000,winner_pool,1.0,1.0,0.4038389033591438,0.8731907547114021,-0.0046971769233117855,computed,-0.10280367916511896,-0.4115032336908285
116,BeijingAir_Tiantan,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,bffc3cf719dd48b497ad3b9b0a32a8da,ModernTCN,ModernTCN,ModernTCN,baseline,baseline,train,train,baseline,,,,ModernTCN,1806770612,MSE,0.21666859090328217,,,0.30107381857188886,0.21666859090328217,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.5019724269220764,1.4513467846821544,1.5525794281740692,1.185675259459173,1.1677921353434384,1.2067456116059874,0.45220457396311686,0.4288522173782799,0.4756634507611662,0.3569757779515883,0.3376001400556515,0.37865403326880426,0.45220457396311686,noise,10000,winner_pool,0.8814635990317445,0.883896666124881,0.3569757779515883,0.8434012534394402,-0.00814939994562186,computed,-0.0844052276686067,-0.38955912952922656
118,BeijingAir_Tiantan,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,a821a9e98c12454bb58f62ed3ab0772a,GRU,GRU,GRU,baseline,baseline,train,train,baseline,,,,GRU,1806770612,MSE,0.20813117921352386,,,0.2811948516822071,0.20813137292861938,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.251110537493348,1.228928613989719,1.2969896017750913,1.1246824613735664,1.1123546177875208,1.139905800651909,0.3518058420284884,0.33532069558914146,0.3769665196989661,0.31625491791551963,0.29794369407531657,0.33574077717237044,0.3518058420284884,attenuation,10000,winner_pool,0.7857555758317323,0.7848445836573233,0.31625491791551963,0.889139854442744,0.012839107121711713,computed,-0.07306367246868323,-0.35104626200059375
120,BeijingAir_Tiantan,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,f26ecf129f89445c806cd2def2c60008,TSMixer,TSMixer,TSMixer,baseline,baseline,train,train,baseline,,,,TSMixer,1806770612,MSE,0.21481628715991974,,,0.3588569508749817,0.21481704711914062,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1527123329503948,1.119251417922875,1.1970491637961653,1.0680960448067403,1.058077284432195,1.0794428381615526,0.4136588330385654,0.3900435790291625,0.4418646261431387,0.3832936898809747,0.36250624307436835,0.40693572320266275,0.4136588330385654,attenuation,10000,winner_pool,0.9543260634722408,0.9487235374894833,0.3832936898809747,0.9362453918467027,0.021850345536948146,computed,-0.14404066371506197,-0.6705295283677958
122,BeijingAir_Tiantan,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089,e765a57955e6486ca3ea08dd793c8c4b,DLinear,DLinear,DLinear,baseline,baseline,train,train,baseline,,,,DLinear,1806770612,MSE,0.2266371250152588,,,0.32909293177820803,0.22663713991641998,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.6276289092837974,1.5609503418385484,1.6917460264033124,1.206105177870259,1.1833997959127394,1.2316182963977953,0.5356411696031719,0.5106160264562707,0.561673749950613,0.39692068901820055,0.3763096200038396,0.4201456057130534,0.5356411696031719,noise,10000,winner_pool,0.9775175525953195,0.9813276019228063,0.39692068901820055,0.8291150874302692,-0.020603680489450604,computed,-0.10245580676294924,-0.4520698308189852
149,ETTh1,4a82efae1ffe76a156a2bf948861e2da349ef1c1c994d9f24654525f47fbf14d,519b468e69dd465daa969d3d9b3ffdf0,PatchTST,PatchTST,PatchTST,baseline,baseline,train,train,baseline,,,,PatchTST,341970080,MSE,0.352056086063385,,,0.43126261972486973,0.352056086063385,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.3121988937420432,1.299754370567292,1.3242876519013849,1.162725447863271,1.1600320819805539,1.1657176808576994,0.5659023325152696,0.5598514757364615,0.5719940165878646,0.5014400226662867,0.49777088935819225,0.5052538785115606,0.5659023325152696,stuck_sensor,10000,winner_pool,0.6907532955168038,0.6919920706727194,0.5014400226662867,0.8600482614685092,-0.009242105843333126,computed,-0.07920653366148472,-0.2249827138259561
154,ETTh1,4a82efae1ffe76a156a2bf948861e2da349ef1c1c994d9f24654525f47fbf14d,89d78f74b7f348cb8520efbfeeb8bb0c,Chronos2,pretrained,Chronos2,baseline,baseline,train,train,baseline,,,,Chronos2,341970080,MSE,0.39241862297058105,,,0.4956490920506418,0.39241862297058105,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.4484908927040867,1.4317783499727925,1.466136728004625,1.1696298254349031,1.1658206892003726,1.173545124820339,0.7179431958124042,0.708818865057733,0.7273962740616873,0.5797259610121605,0.5747184091620532,0.584654984721708,0.7179431958124042,stuck_sensor,10000,winner_pool,0.7968699442350238,0.7983718161338857,0.5797259610121605,0.8549713578209842,-0.024241019143457665,computed,-0.10323046908006073,-0.26306210520442025
155,ETTh1,4a82efae1ffe76a156a2bf948861e2da349ef1c1c994d9f24654525f47fbf14d,5d0c98c7baa349728d577856828c860d,SeasonalNaive,SeasonalNaive,SeasonalNaive,baseline,baseline,train,train,baseline,,,,SeasonalNaive,341970080,MSE,0.46743571758270264,,,0.6339963261216879,0.46743571758270264,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.287904387857477,1.2722298888313077,1.304984109602632,1.1484676504950002,1.1451464363002986,1.1518988788220146,0.8165266502976417,0.8045276324312389,0.828731444042325,0.7281242710834368,0.7210399729778152,0.7347269085320272,0.8165266502976417,missing_data,10000,winner_pool,1.0,1.0,0.7281242710834368,0.8707254397361482,-0.04009218010525506,computed,-0.16656060853898524,-0.35632837259492467
157,ETTh1,4a82efae1ffe76a156a2bf948861e2da349ef1c1c994d9f24654525f47fbf14d,920f0d5691bd441c95bac6953be76afe,ModernTCN,ModernTCN,ModernTCN,baseline,baseline,train,train,baseline,,,,ModernTCN,341970080,MSE,0.3731577694416046,,,0.46183717436939475,0.3731577694416046,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.215928962419653,1.207935401810767,1.224134408373835,1.1137774243406833,1.111771709894003,1.1158563341872574,0.5615611962378025,0.5561880164084211,0.5668137748709321,0.5143838185339235,0.5105405782670853,0.5183301593699375,0.5615611962378025,stuck_sensor,10000,winner_pool,0.7090471025852274,0.7074719962858452,0.5143838185339235,0.8978454565030932,0.008010187689498238,computed,-0.08867940492779014,-0.2376458757926721
159,ETTh1,4a82efae1ffe76a156a2bf948861e2da349ef1c1c994d9f24654525f47fbf14d,36598a0f6b774ca4a4d3b82906b8927d,GRU,GRU,GRU,baseline,baseline,train,train,baseline,,,,GRU,341970080,MSE,0.4983765780925751,,,0.6644111780494452,0.4983765780925751,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.0641139824735013,1.0593880911371976,1.0693072645136994,1.0214849084432376,1.020553758573096,1.0224958852468067,0.7070092246741057,0.7020787014432996,0.7123068550929427,0.678685991378501,0.6743532961457037,0.6825403705496015,0.7070092246741057,missing_data,10000,winner_pool,0.9360097961489464,0.9256846715882835,0.678685991378501,0.9789669839802324,0.037950016180937185,computed,-0.1660345999568701,-0.3331508888165058
161,ETTh1,4a82efae1ffe76a156a2bf948861e2da349ef1c1c994d9f24654525f47fbf14d,2d589960c4334ac5adff37c302ad60ee,TSMixer,TSMixer,TSMixer,baseline,baseline,train,train,baseline,,,,TSMixer,341970080,MSE,0.38341593742370605,,,0.47485841079205277,0.38341596722602844,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1688347780184012,1.1637674770219766,1.1766203354310056,1.0933093031709502,1.0913641284272597,1.0952265388671891,0.5550310251682997,0.5506581516965479,0.560334242524989,0.519167118207924,0.5153643521785759,0.5231538461740967,0.5550310251682997,stuck_sensor,10000,winner_pool,0.7155545147941209,0.7126224632628544,0.519167118207924,0.9146542493507344,0.016006760542591092,computed,-0.09144247336834671,-0.23849418984191906
163,ETTh1,4a82efae1ffe76a156a2bf948861e2da349ef1c1c994d9f24654525f47fbf14d,2c53c17080c14c5aaa939b6c45fbe0a3,DLinear,DLinear,DLinear,baseline,baseline,train,train,baseline,,,,DLinear,341970080,MSE,0.35828012228012085,,,0.4378714672148228,0.35828012228012085,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2507785894272812,1.2406724980294024,1.2607403026116573,1.1190162857687238,1.1167282455338985,1.1213140642904598,0.54768025611341,0.542018803274408,0.55314235665977,0.4899853028868325,0.486329760624303,0.4935724660832365,0.54768025611341,stuck_sensor,10000,winner_pool,0.67516179410942,0.6739261911911286,0.4899853028868325,0.8936420432103328,0.008762724597978888,computed,-0.07959134493470194,-0.22214836934903562
