,dataset,robustness_method,count,MSE_pert_ws_val_mean,MSE_pert_ws_val_std,MSE_pert_mean_val_mean,MSE_pert_mean_val_std,MSE_test_mean,MSE_test_std,perturbation_scenarios_count_mean,perturbation_scenarios_count_std,D_w_mean,D_w_std,D_w_CI_lo_mean,D_w_CI_lo_std,D_w_CI_hi_mean,D_w_CI_hi_std,D_mean_mean,D_mean_std,D_mean_CI_lo_mean,D_mean_CI_lo_std,D_mean_CI_hi_mean,D_mean_CI_hi_std,err_pert_ws_mean,err_pert_ws_std,err_pert_ws_CI_lo_mean,err_pert_ws_CI_lo_std,err_pert_ws_CI_hi_mean,err_pert_ws_CI_hi_std,err_pert_mean_mean,err_pert_mean_std,err_pert_mean_CI_lo_mean,err_pert_mean_CI_lo_std,err_pert_mean_CI_hi_mean,err_pert_mean_CI_hi_std,MSE_w_mean,MSE_w_std,n_test_samples_mean,n_test_samples_std,mCE_snaive_mean,mCE_snaive_std,relative_mCE_snaive_mean,relative_mCE_snaive_std,mPC_mean,mPC_std,rPC_mean,rPC_std,rho_eff_mean,rho_eff_std,worst_scenario_labels
10,ETTh1,fault_augmentation,5,0.4482743938326836,0.04982659809636693,0.4201371179087087,0.05369588629577385,0.49712835238009695,0.10407381728274138,8.0,0.0,1.2010338328289714,0.09626941803981152,1.193126948324887,0.09337046301149483,1.2093720213456136,0.09921152564901355,1.099970312695016,0.055032417408940645,1.0980115664815104,0.05428035290301565,1.1020456643393595,0.05584847096307069,0.5898764822348952,0.0743789070733254,0.5845852561144904,0.07447541884886368,0.5952498905136808,0.07435583236664439,0.5426123259245046,0.0839242526460073,0.5388112316426016,0.08369813212584536,0.5463984084261064,0.08401386867603003,0.5898764822348952,0.0743789070733254,10000.0,0.0,0.7478326510394159,0.11599546760026047,0.7446362319151237,0.11152668638560391,0.5426123259245046,0.0839242526460073,0.9109819514780085,0.04668783606338939,0.013291569254866964,0.01841949756053533,"missing_data,stuck_sensor"
11,ETTh1,randomized_smoothing,5,,,,,0.4932510566145182,0.09742513820058354,8.0,0.0,1.201892733357591,0.0919960176657836,1.193930019249004,0.08925700353493936,1.2105078370984264,0.09455152563354902,1.1035999012838986,0.05079227701215851,1.1015939152376497,0.05016277749623406,1.105666381921747,0.05147820600649622,0.586273115490675,0.06805470745794193,0.5810085178456454,0.06820947849544626,0.5917002901180759,0.0679739596062236,0.5405819500182197,0.07837418376341272,0.5366867136820107,0.07811810628710618,0.5444077866434968,0.07839750261325419,0.586273115490675,0.06805470745794193,10000.0,0.0,0.7451021150328253,0.10836018457968523,0.7422385435818374,0.10412937208150036,0.5405819500182197,0.07837418376341272,0.9077177755168655,0.04328223311572889,0.011660236957462978,0.016603937534795832,"missing_data,stuck_sensor"
12,ETTh1,randomized_training,5,0.4525128469571471,0.05739045919365334,0.4244836492845788,0.06042489496766547,0.5033613757038117,0.10843708168224485,8.0,0.0,1.198239046752097,0.0915703744793895,1.190518482261573,0.08875742929779787,1.2068395591984273,0.09400010197387874,1.1004123749057597,0.05792392002763099,1.0984727194242339,0.057224381435075744,1.1024735206535732,0.05867406335247825,0.5959251709856093,0.07897746141173698,0.5906774412609562,0.07894671827233248,0.6014131927755699,0.07892046483409974,0.5495464355602488,0.08842835987539972,0.5456683791912822,0.08822415642849668,0.5534293902858598,0.08845509949633702,0.5959251709856093,0.07897746141173698,10000.0,0.0,0.7574895071247925,0.12217959301597536,0.7542894091753991,0.11773746039131246,0.5495464355602488,0.08842835987539972,0.910800743007473,0.04875942290653887,0.012357888530931171,0.020334825356671995,"missing_data,stuck_sensor"
13,ETTh1,revin,4,0.4457678856520603,0.01597974215544626,0.4005016963253729,0.010452909781947049,0.4645180534284562,0.03949358911215513,8.0,0.0,1.2992088011650003,0.022866717952868522,1.2866540105310877,0.021964279451798345,1.3115757652908084,0.023751145320252406,1.1317140431881685,0.024224011996514572,1.1291595831198857,0.023879617383511704,1.1342384567531407,0.024517846308763386,0.602967003248632,0.042642346164049556,0.5964416035550087,0.04249472125732396,0.6095284126329702,0.042817923860932326,0.5250156347313314,0.033199629551223825,0.5213844709954676,0.03355232920091155,0.5286391764863106,0.03295994919801892,0.602967003248632,0.042642346164049556,10000.0,0.0,0.7227412466833902,0.04585519407960398,0.7219860091626795,0.044334544802866895,0.5250156347313314,0.033199629551223825,0.8839238099515507,0.01921016906988163,-0.00014360340235614055,0.006359420169808585,stuck_sensor
14,Penmanshiel_Hourly_WT08,adaptive_robust_loss,5,0.4386061381116252,0.054848564254082716,0.37570665985320584,0.026888133377335515,0.38594612517619387,0.027559342401128676,8.0,0.0,1.3365244781371757,0.25914508137247005,1.2944622201065852,0.21384280710704556,1.3837101257825581,0.30982397953572544,1.0943526507905919,0.061567834809679436,1.085152495636302,0.05626402378146398,1.1044481799585868,0.06785961766997083,0.514879504318553,0.09981582874868666,0.49322752934908054,0.08537541758477246,0.5376918039690938,0.11694883927175358,0.4219780123328677,0.03218690926858093,0.4092702091536805,0.03236145713339051,0.43392718699697735,0.03215556417655775,0.514879504318553,0.09981582874868666,10000.0,0.0,0.9815279177616958,0.07336984030581788,0.980638090721907,0.07541759861177143,0.4219780123328677,0.03218690926858093,0.9159982809171213,0.0492634819828102,-0.005631134947284111,0.02369918608279176,"drift,noise,spike"
15,Penmanshiel_Hourly_WT08,adversarial_training,5,0.349433163183758,0.03115742001350897,0.325072256611154,0.01680784120806103,0.3401664316131011,0.004230640714948465,8.0,0.0,1.1343930910933893,0.0764424397998474,1.121880088422995,0.07012576646610412,1.1538606032060417,0.08229392246786355,1.0626370126792233,0.032789133977637615,1.0566980026113404,0.03010266479198017,1.0692500271694105,0.03580801755395717,0.38596974277039875,0.028070668835670762,0.37415138844878315,0.027235080195383354,0.398800722463134,0.02858702922168056,0.36151903711728584,0.013708860544497567,0.3500056287155134,0.013756638115587314,0.3721641880496677,0.013807867860734142,0.38596974277039875,0.028070668835670762,10000.0,0.0,0.8437775180340893,0.03048818567912982,0.8411751119420094,0.03263645081635158,0.36151903711728584,0.013708860544497567,0.9417769574481755,0.02924967103119406,0.005439424122359804,0.011179743886638088,"attenuation,drift,noise"
16,Penmanshiel_Hourly_WT08,ensemble,5,,,,,0.3389558525724657,0.005558785331656745,8.0,0.0,1.1696088871749057,0.0711601068877985,1.153773684407522,0.06566133043348349,1.1924958310297122,0.08208180835761161,1.0721432788322098,0.03258661899615695,1.0656360155908957,0.02936498605605023,1.0792705093862984,0.0360996062637225,0.39644269873480986,0.024894017094176813,0.3843004340632216,0.02389862658208198,0.4097450917428428,0.02746803061110468,0.36341987465816034,0.012915699964280934,0.3521215998249432,0.01254756352704254,0.37383557028141184,0.013202669172631444,0.39644269873480986,0.024894017094176813,10000.0,0.0,0.8474623496418772,0.028539010388745567,0.8454563541528983,0.030469240543351345,0.36341987465816034,0.012915699964280934,0.9334066212086807,0.028610238934759735,0.002232587122310281,0.011047655102423528,"drift,noise"
17,Penmanshiel_Hourly_WT08,fault_augmentation,5,0.3664464985069838,0.03228435340871227,0.3313862209946681,0.01592099528684575,0.3446752338156881,0.006937986915301287,8.0,0.0,1.1743266491806588,0.07199009851611159,1.1590825339640682,0.06629184184755964,1.2033598617682277,0.08890332744732209,1.0718205994612235,0.033835706789870676,1.0651130325499762,0.030470218205827748,1.0789604270953308,0.03743848669885527,0.40467181476835135,0.024237977546686315,0.3925841448494092,0.023378652672144874,0.41991822568299797,0.028449412617481403,0.3693928753913364,0.012496313220382525,0.3581659017113882,0.012228131400485778,0.37973930646959764,0.01264938515249929,0.40467181476835135,0.024237977546686315,10000.0,0.0,0.8612874301192264,0.027586111076364512,0.8591895628300106,0.029437573613906004,0.3693928753913364,0.012496313220382525,0.9337367452993222,0.02949928476140815,0.002429789456050957,0.011668905364479702,"drift,noise"
18,Penmanshiel_Hourly_WT08,randomized_smoothing,5,,,,,0.34836123983869094,0.009851541716725976,8.0,0.0,1.191295869669228,0.07781013870882397,1.173753742583888,0.07152055229582283,1.214555203273303,0.08537796562409522,1.078196007930549,0.03069177859562651,1.0713598020542312,0.028049065990308347,1.0855321017572408,0.033585692230028406,0.4151778710170544,0.032498071380341734,0.40311678966269604,0.03197535510644655,0.4283530800847786,0.03404249663976046,0.3756953829819733,0.01778472951152652,0.36446659111092317,0.017570672764798862,0.38611814740939154,0.017687323033546826,0.4151778710170544,0.032498071380341734,10000.0,0.0,0.8755795918838061,0.0397612168394299,0.8739204712270776,0.04142771849227351,0.3756953829819733,0.01778472951152652,0.9280933393046024,0.027150099935883854,0.00010383766561872232,0.010667924541316922,"drift,noise"
19,Penmanshiel_Hourly_WT08,randomized_training,5,0.36510147232885426,0.03565516079632316,0.33306655377459793,0.019398270179263464,0.34263816411615144,0.007544663841718959,8.0,0.0,1.1570476265322447,0.0639999121734838,1.142029078418237,0.05984120550874175,1.1746975655871943,0.07030828809208736,1.0669212467297728,0.02968164053343115,1.0612041977501379,0.027153450355671516,1.0731336677239167,0.03233965611546184,0.3966920811069879,0.028099632154684022,0.38492817089844733,0.027245810867360665,0.4090127142689181,0.029254165769667394,0.365647895295802,0.015487642694729157,0.3543016480905611,0.015016245591372551,0.37599948361093893,0.015615383063873105,0.3966920811069879,0.028099632154684022,10000.0,0.0,0.8530318708673301,0.034600360964487646,0.8506812989226221,0.03633209839752022,0.365647895295802,0.015487642694729157,0.9378613646534291,0.02629478976300993,0.003977131229750086,0.010093217403708029,"drift,noise"
20,Penmanshiel_Hourly_WT08,revin,4,0.41076316600061963,0.02651702592605375,0.34499885673385067,0.00890387565411948,0.3427224784716538,0.007826991086774114,8.0,0.0,1.3007104677149308,0.10006585598548937,1.2714352526378099,0.09047509630847386,1.3344188058334072,0.10971254294974246,1.1163741982840434,0.012614726177185896,1.1083709921805178,0.01327684163044196,1.1253146205093525,0.012352310534147684,0.4461150334552455,0.04082036729984679,0.4309463269824869,0.03923101535737321,0.4616860885422409,0.04264496832014128,0.38264513950074563,0.011561470453234171,0.37079840747947435,0.011293083663285654,0.3939037687088519,0.011725135270243908,0.4461150334552455,0.04082036729984679,10000.0,0.0,0.8928156085226414,0.028650883305119147,0.8944447977872814,0.029884781534138025,0.38264513950074563,0.011561470453234171,0.8958424047663219,0.010077970132751992,-0.012929152594929674,0.004490138671557256,"noise,stuck_sensor"
21,traffic,adaptive_robust_loss,5,0.6654751943131287,0.06894359201855109,0.5501617944351087,0.06966049979529407,0.6887492818263172,0.09934970033088586,8.0,0.0,1.331860232722837,0.1480123207715235,1.3233746059163143,0.1471635566103918,1.3428633295984675,0.1519802076265317,1.1399820500060813,0.06754255669853917,1.1378023094603087,0.06681826363024786,1.1422163407070953,0.06828974842919737,0.9074351025643945,0.07281542210893219,0.9004138799768462,0.07124905413530976,0.915684206211768,0.07379910382075294,0.7805523903568462,0.08063093534066741,0.7762709719663896,0.08006311589837298,0.7848518095946004,0.08101161637739729,0.9074351025643945,0.07281542210893219,10000.0,0.0,0.5650564682947801,0.058924424215913485,0.5673645240906824,0.057337120062523374,0.7805523903568462,0.08063093534066741,0.8795879605002884,0.050305560202081726,0.005534345342644964,0.029561214433016916,missing_data
22,traffic,adversarial_training,5,0.5918038858339191,0.05236830374300187,0.4824423194230844,0.05234020232850708,0.5935961397188902,0.10473848989179745,8.0,0.0,1.3610832835704103,0.22353116418453328,1.3506485687054621,0.21760299615458395,1.3714644245798528,0.2290610697329954,1.1327619446074713,0.0993716624052111,1.1307147571016223,0.09813730701472319,1.1348579136655894,0.10066365281263721,0.791328020464778,0.06415134170619961,0.7848552826677263,0.06306431520475977,0.7978559734517261,0.06543741135317534,0.6646884114150703,0.07261592959827312,0.6613286083793417,0.07239743275575826,0.6681343923636479,0.07277976788931714,0.791328020464778,0.06415134170619961,10000.0,0.0,0.4813696045152177,0.05352222678836677,0.48281168664625423,0.05084198947404322,0.6646884114150703,0.07261592959827312,0.8877645411970109,0.07083350257875008,0.02838014825854378,0.036228335191847795,missing_data
23,traffic,ensemble,5,0.5659634176671504,0.042108176079734355,0.47531277191496135,0.05437085949406116,0.5969301588478684,0.103453835305133,8.0,0.0,1.3194342178328546,0.22189337018581434,1.3102505763025978,0.21681785465125183,1.3285348508084807,0.22667573454147388,1.1308385416554683,0.09652261595807773,1.128923708602991,0.09544848923574345,1.1327826107169836,0.09755140330310585,0.770920855204165,0.04785800038185765,0.7651036971747651,0.04724795210209838,0.7767987344460636,0.04864757693602732,0.6675974032126739,0.07086028859424233,0.6644135085423114,0.07073268385390176,0.6709314220332512,0.07106476143268306,0.770920855204165,0.04785800038185765,10000.0,0.0,0.4836732581470799,0.05225634744512317,0.4851020385599938,0.04953238094803538,0.6675974032126739,0.07086028859424233,0.8890343152079438,0.06941977271713486,0.028800483211679117,0.03590284190630608,missing_data
24,traffic,fault_augmentation,5,0.5834642978598674,0.06409402012246057,0.48072351903244853,0.056911370410006025,0.6011022299158573,0.09741930290126607,8.0,0.0,1.3135321075779973,0.12198968396167323,1.3042116800417018,0.11890161904285829,1.3229470706275932,0.1251090227094665,1.1238007646612247,0.06655579667111866,1.1219678422941477,0.06598604472606075,1.1256768011546776,0.06710578677341698,0.7819471432825923,0.08878681978842148,0.7754702102260739,0.08730912974049686,0.7882444589483588,0.09014216742289025,0.6706554422303662,0.07711188697586982,0.6674140118980258,0.07689205753077685,0.6741047574963244,0.07736071832900976,0.7819471432825923,0.08878681978842148,10000.0,0.0,0.48597166137932496,0.05611133090293324,0.4873121161401327,0.05411328416654201,0.6706554422303662,0.07711188697586982,0.8922037119730654,0.04996895634644987,0.029983859195817232,0.022895903316596827,"missing_data,stuck_sensor"
25,traffic,randomized_smoothing,5,0.6008469185978174,0.05331133130011911,0.49910773487935456,0.0436122718158662,0.6248378033053875,0.0815953149846757,8.0,0.0,1.317029417397634,0.14945368374341225,1.3070876195178807,0.14623246211446125,1.3269034351649676,0.1528375341132957,1.1260494820395253,0.07053230787260525,1.124128898785786,0.06993490940698646,1.1280587599091934,0.0711916468335532,0.8153262924957275,0.0663669122127827,0.8084989261183442,0.06440082601752213,0.8221131832431257,0.06836654879815554,0.6994680280710757,0.05717574988728181,0.6960423423147629,0.057302910760347305,0.7030422130937465,0.05712086295287678,0.8153262924957275,0.0663669122127827,10000.0,0.0,0.5067017792755696,0.04182065852978976,0.5082343189934336,0.039811136964600875,0.6994680280710757,0.05717574988728181,0.8906746565908288,0.05219997263060824,0.024808888988497667,0.029197921951774727,missing_data
26,traffic,randomized_training,5,0.5982023719569047,0.05361874954087264,0.49138481390122324,0.04995954183353875,0.6073141687372327,0.1008520949910053,8.0,0.0,1.3493297993962114,0.21070870630387695,1.3392179680449676,0.205841691968053,1.35929327180675,0.2155551280249354,1.134567477441429,0.0980731954269338,1.1325317602814209,0.09705429826495614,1.1366066543607372,0.09912271553658114,0.8044989107453823,0.06714053576807276,0.7979585000331104,0.06583367017210352,0.8109129429961071,0.0686137710406214,0.6815710596914589,0.06781147466262855,0.678271897533345,0.06775394845768856,0.6850243061482562,0.06790122080179353,0.8044989107453823,0.06714053576807276,10000.0,0.0,0.49360384113198,0.049931080590759715,0.495192264695557,0.047172312867284794,0.6815710596914589,0.06781147466262855,0.8862110500001819,0.06972009971775982,0.025105335108274084,0.036388846198198974,missing_data
27,traffic,revin,4,0.6679534205173452,0.03043371741348292,0.5036098733274266,0.046627203771762916,0.5906277930803596,0.0790383769005999,8.0,0.0,1.5207724784737318,0.14613595965404452,1.507475974369145,0.14391843069780014,1.5361910965537833,0.14951475867117556,1.1964145783943332,0.05817118367987235,1.193432573740711,0.05761471798927113,1.1993684043426782,0.0588398312021915,0.8905527548782528,0.06254154892837761,0.8821809130169265,0.06037424812724807,0.8998672854852863,0.06352651083544994,0.7032638416125438,0.060902483933591246,0.6997808675485734,0.060617373304895056,0.7067587154733717,0.06110863574438482,0.8905527548782528,0.06254154892837761,10000.0,0.0,0.5080033296230311,0.0447273770225345,0.5122589206357331,0.04307702596021528,0.7032638416125438,0.060902483933591246,0.8373392203616915,0.04138236354527568,-0.012545077548688083,0.019749615967867805,"missing_data,stuck_sensor"
