,dataset,data_config_signature,run_id,model,loader_kind,model_architecture,pipeline_id,pipeline_method,pipeline_kind,stage,robustness_method,base_pipeline_method,backbone_run_id,backbone_run_ids,backbone_architecture,eval_data_seed,test_metric,MSE_val,MSE_pert_ws_val,MSE_pert_mean_val,MSE_test,best_val_loss,robustness_scoring_semantics,perturbation_channel_fraction_max,perturbation_scenarios_signature,perturbation_scenarios_count,D_w,D_w_CI_lo,D_w_CI_hi,D_mean,D_mean_CI_lo,D_mean_CI_hi,err_pert_ws,err_pert_ws_CI_lo,err_pert_ws_CI_hi,err_pert_mean,err_pert_mean_CI_lo,err_pert_mean_CI_hi,MSE_w,worst_scenario,n_test_samples,selection_pool,mCE_snaive,relative_mCE_snaive,mPC,rPC,rho_eff,rho_eff_status
10,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,651591c4ae784e8495f849b46157672c,ModernTCN,ModernTCN,ModernTCN,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,train,train,fault_augmentation,baseline,,,ModernTCN,1515776824,MSE,0.31126877665519714,0.3610660682322147,0.33021041059535006,0.337626048943316,0.31126880645751953,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1652380953246055,1.1479568846658144,1.1838879813865144,1.0612059747872153,1.0557768086919153,1.0670542168690003,0.3934147342026816,0.3810702942543509,0.4055649201103425,0.3582907803824477,0.3469789942987317,0.36845036178611806,0.3934147342026816,noise,10000,winner_pool,0.8357877277279553,0.832991354871641,0.3582907803824477,0.9423241328814721,0.0059270568274472635,computed
11,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,52c00c5da9904a2f9f778182a4d4f9c7,GRU,GRU,GRU,fa_profholdout_varying_mix0.75_sev0.75_frac0.1,fault_augmentation,train,train,fault_augmentation,baseline,,,GRU,1515776824,MSE,0.301647424697876,0.3274220341399778,0.3111229232937573,0.34509504560066273,0.301647424697876,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.065359924617679,1.0599918620553508,1.074651213974101,1.027971722148275,1.0253765258496996,1.0307745874124368,0.3676504317670566,0.35716041674633964,0.37841153945245193,0.35474794833095075,0.3441548552506726,0.36480662559087323,0.3676504317670566,drift,10000,winner_pool,0.8300424399835302,0.8250428202509987,0.35474794833095075,0.9727894050530699,0.017527616071615126,computed
12,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,8de8897ab702492cb893ddfa509a8a1a,PatchTST,PatchTST,PatchTST,fa_profholdout_simple_mix1.0_sev1.0_frac0.1,fault_augmentation,train,train,fault_augmentation,baseline,,,PatchTST,1515776824,MSE,0.32259392738342285,0.39928000956756327,0.3596791077219228,0.34523671959769126,0.32259392738342285,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.221526708837802,1.2099663464799815,1.2927647654132435,1.1131204578102383,1.1021890031261932,1.1249528413734045,0.4217158738601269,0.41090423956744465,0.4491050600638618,0.38429005537148697,0.37274103560823874,0.39465262011899477,0.4217158738601269,noise,10000,winner_pool,0.8943298929993622,0.8951958592004334,0.38429005537148697,0.898375367179243,-0.011861649671289443,computed
13,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,8ca1140a4ea94cb5a5f0d98a278ed380,TSMixer,TSMixer,TSMixer,fa_profholdout_simple_mix0.75_sev0.75_frac0.1,fault_augmentation,train,train,fault_augmentation,baseline,,,TSMixer,1515776824,MSE,0.3221335709095001,0.3736610212957991,0.3422902130464245,0.3555816137491376,0.3221336007118225,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1648328181365486,1.148212655165224,1.1830002491406775,1.0590154815946453,1.0537765772350514,1.0644669614597853,0.4141931332209497,0.4017097280699204,0.42614657093565417,0.37656643393074407,0.36545162038480783,0.38666952384471026,0.4141931332209497,noise,10000,winner_pool,0.8778707573399362,0.8746222019170471,0.37656643393074407,0.9442732588707949,0.007022300657056391,computed
14,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,51a4c75f152d495eaea0c1425385cee7,DLinear,DLinear,DLinear,fa_profholdout_simple_mix0.75_sev1.0_frac0.1,fault_augmentation,train,train,fault_augmentation,baseline,,,DLinear,1515776824,MSE,0.3240950405597687,0.39783600317155166,0.3551953377726701,0.339836741187633,0.3240950405597687,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2546756989866592,1.2292849214539707,1.282495098926603,1.097789360965744,1.0884462478470218,1.107553528362028,0.4263849007909419,0.41207604560899025,0.44036303785267955,0.37306915894105264,0.3615030030144903,0.3841174010072919,0.4263849007909419,noise,10000,winner_pool,0.8684063325453484,0.8680955779099332,0.37306915894105264,0.9109215625120313,-0.006466376604574553,computed
15,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,7a63d1e925c54195820e2bbc7a31aa01,GRU,GRU,GRU,advtrain_eps0.05_steps3_alpha0.02_channelsall,adversarial_training,train,train,adversarial_training,baseline,,,GRU,1515776824,MSE,0.3014352321624756,0.31654337522282733,0.30620249965196916,0.34035325957185125,0.3014352321624756,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.037146794611287,1.0320163003642486,1.0439500360044631,1.0175629311747234,1.0153624115972706,1.0198489046650252,0.3529962922004488,0.3419433998558977,0.3637061330139188,0.34633086044480454,0.3350168740738186,0.3567312502122583,0.3529962922004488,attenuation,10000,winner_pool,0.8105666716059468,0.8048526154645437,0.34633086044480454,0.9827402014787938,0.02082915381242545,computed
16,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,023de9cd90734acb81a29ace5ded1ffb,PatchTST,PatchTST,PatchTST,arl_alo0.001_ainit1.0_slo1e-05_sinit0.1,adaptive_robust_loss,train,train,adaptive_robust_loss,baseline,,,PatchTST,1515776824,MSE,0.35370901226997375,0.7033204020632136,0.4318277452107889,0.38365322978944316,0.8042126893997192,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.7718300378308731,1.6483029256609267,1.9098996202544574,1.1939547014408065,1.1768470903862376,1.2137357219541967,0.6797683166517657,0.6304464612977655,0.7347060607439684,0.4580645774300558,0.44499565196800595,0.47052283343169815,0.6797683166517657,spike,10000,winner_pool,1.05958084208546,1.066413101713969,0.4580645774300558,0.837552713510193,-0.04419139407621414,computed
17,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,c138b1d89f6f4cee9ebf78be7b3622bb,ModernTCN,ModernTCN,ModernTCN,arl_alo0.5_ainit1.0_slo0.01_sinit1.0,adaptive_robust_loss,train,train,adaptive_robust_loss,baseline,,,ModernTCN,1515776824,MSE,0.38814523816108704,0.49882954054667306,0.41357921569186146,0.42006049131648615,0.9074698090553284,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.252918809639465,1.229775179556165,1.2773670281582925,1.062484871573918,1.056574452629382,1.0690755665663318,0.5263016907568207,0.5111974488026777,0.5417147968622658,0.4463079171696736,0.43355668734151875,0.45830814205181747,0.5263016907568207,noise,10000,winner_pool,1.0383626344526018,1.0344429123158077,0.4463079171696736,0.9411898717377919,0.006842630729179511,computed
18,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,7d5da7ac21eb4fd6862ca355d06a7e5f,GRU,GRU,GRU,arl_alo0.001_ainit1.9_slo0.001_sinit1.0,adaptive_robust_loss,train,train,adaptive_robust_loss,baseline,,,GRU,1515776824,MSE,0.36225229501724243,0.4124877326792242,0.3817394741191007,0.4072365040635108,0.9735094904899597,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1294397334973738,1.1180628896923508,1.1429158394138452,1.0462081640130452,1.0421026998840444,1.05013322273345,0.45994908861989386,0.4481674217194747,0.4716193310488501,0.42605415523537665,0.41473116438825164,0.4365673160308667,0.45994908861989386,drift,10000,winner_pool,0.9968023565322277,0.9926214784867098,0.42605415523537665,0.9558327246885554,0.013261425674451599,computed
19,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,b2646f2ccdcf42c2a586a5aa10952cda,TSMixer,TSMixer,TSMixer,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,train,train,adaptive_robust_loss,baseline,,,TSMixer,1515776824,MSE,0.32452887296676636,0.3782753863202039,0.3434302819709747,0.3610192412729928,0.6990898847579956,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1672555906051012,1.1484919930125956,1.1898585290990153,1.0552618726749126,1.0488195361085404,1.0623795701104253,0.4214017276919127,0.40726565741237464,0.4355395077168997,0.3809698406174144,0.36788089432557924,0.39285236501956367,0.4214017276919127,noise,10000,winner_pool,0.8877057964339865,0.8840041554944318,0.3809698406174144,0.9476320768276856,0.008485149128298508,computed
20,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,005114298d2f467a8d407592de8602be,DLinear,DLinear,DLinear,arl_alo0.001_ainit1.0_slo0.001_sinit0.1,adaptive_robust_loss,train,train,adaptive_robust_loss,baseline,,,DLinear,1515776824,MSE,0.3415791392326355,0.4527716763942056,0.3794899059469581,0.35776115943853654,0.679492175579071,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.361178219113065,1.3276781126108872,1.3985096119871803,1.1138536442502767,1.1014186991733053,1.126916818428531,0.48697669787237247,0.46906065751311005,0.5048793234734849,0.3984935712118182,0.38518664774504685,0.41138527845094097,0.48697669787237247,noise,10000,winner_pool,0.9251879593042034,0.925708805598617,0.3984935712118182,0.8977840178213804,-0.012553486192136032,computed
21,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,3d95ee92f15b4b179f87da658e9416b8,PatchTST,PatchTST,PatchTST,advtrain_eps0.05_steps7_alpha0.02_channelsall,adversarial_training,train,train,adversarial_training,baseline,,,PatchTST,1515776824,MSE,0.3227425813674927,0.38908570569160655,0.3549497127635497,0.3471860807366378,0.3227425813674927,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.201854409783305,1.186020490059268,1.2223502935256247,1.0976755323829104,1.0891332005693635,1.1072721594911437,0.41726712214871076,0.4050384591170991,0.4299117347150757,0.38109766600852507,0.36969062444811385,0.3919105752553268,0.41726712214871076,drift,10000,winner_pool,0.8879265777104961,0.8877723369122397,0.38109766600852507,0.9110160247711182,-0.006566242509524645,computed
22,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,5f9778d7530847b8a65f50d7126c94d5,PatchTST,PatchTST,PatchTST,rt_spaceraw_std0.1_channelscontinuous,randomized_training,train,train,randomized_training,baseline,,,PatchTST,1515776824,MSE,0.32726770639419556,0.3954673658422095,0.3607334470954561,0.3484457239113879,0.32726770639419556,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2038515969636967,1.1907718925527133,1.2257428290541033,1.100603818845725,1.0920438566974844,1.109803577860179,0.4194769411858957,0.40795904410999473,0.43307382590449,0.3835006943973367,0.3719099647002435,0.39383437766913204,0.4194769411858957,drift,10000,winner_pool,0.8933053701743967,0.8933392140108711,0.3835006943973367,0.908592159028455,-0.00761033711120529,computed
23,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,533ed0154c5c4e8195654b6e744969b6,PatchTST,PatchTST,PatchTST,baseline,baseline,train,train,baseline,,,,PatchTST,1515776824,MSE,0.3227744400501251,,,0.3539782933369628,0.3227744400501251,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.2020969749579795,1.1901138285871404,1.2480754964325027,1.1022719556597171,1.093285560884588,1.1126359485219182,0.42551623562115126,0.41476012992565664,0.44398141933448965,0.39018034565762294,0.37891587469200283,0.40049093321476303,0.42551623562115126,drift,10000,winner_pool,0.908671114896459,0.9088036495795564,0.39018034565762294,0.907217129915542,-0.008321314199852659,computed
24,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,0f7bc488f0ca48d090b7152800bff9fd,ModernTCN,ModernTCN,ModernTCN,advtrain_eps0.2_steps3_alpha0.02_channelsall,adversarial_training,train,train,adversarial_training,baseline,,,ModernTCN,1515776824,MSE,0.3061239421367645,0.3461292165193202,0.32196791362292787,0.3389717738935724,0.3061239421367645,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1007217972571843,1.0927640754071397,1.1137347958734232,1.0505343004459018,1.046165776059668,1.055472494910636,0.37311362017958893,0.3626365377322031,0.38501546435362816,0.3561014753581905,0.3445945391119832,0.36667778381460997,0.37311362017958893,noise,10000,winner_pool,0.8318968669179292,0.8284928809617396,0.3561014753581905,0.95189657260648,0.009568160462085584,computed
25,Penmanshiel_Hourly_WT08,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0,eab37be4347e4eb4b558e1df6fab9afa,TSMixer,TSMixer,TSMixer,advtrain_eps0.1_steps3_alpha0.02_channelsall,adversarial_training,train,train,adversarial_training,baseline,,,TSMixer,1515776824,MSE,0.3097608983516693,0.3454874452683919,0.3273070533197339,0.3359805406098079,0.3097608983516693,uniform_severity_degradation,0.5,"[""drift"",""attenuation"",""noise"",""spike"",""time_stretch"",""time_compress"",""stuck_sensor"",""missing_data""]",8,1.1103591901879053,1.0986560378654129,1.1427543878236763,1.055683784292353,1.0496174762442154,1.0626390032578068,0.37305908099040097,0.36106719026521006,0.38869239713782244,0.35468920855955255,0.3427708480425558,0.36554841102774416,0.37305908099040097,noise,10000,winner_pool,0.8280557738709933,0.8249692459366638,0.35468920855955255,0.9472533488522997,0.00775341737256896,computed
