dataset_order,dataset,dataset_label,backbone_order,backbone,backbone_label,scenario_order,scenario,scenario_label,scenario_group,D,D_CI_lo,D_CI_hi,err_pert,err_pert_CI_lo,err_pert_CI_hi,MSE_c,D_w,MSE_w,worst_scenario,is_worst_scenario,run_id,data_config_signature
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,4,time_stretch,TimeStretch,Timing,0.9880374114405026,0.9754645753422528,1.0016201061123478,0.3545640928199485,0.3337206780071481,0.3773950057510454,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,false,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,5,time_compress,TimeCompress,Timing,1.0071662700109518,0.9918526095867548,1.0234449202321592,0.3614286166802587,0.3404914120003265,0.3869047715535674,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,false,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,6,stuck_sensor,StuckSensor,Availability,1.0425220562788753,1.014823438422422,1.075304444472509,0.3741162863361533,0.3513131825771408,0.3988795877937864,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,false,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,5,TSMixer,TSMixer,7,missing_data,MissingData,Availability,1.0756495313897962,1.0482286026480117,1.1073250634305911,0.3860043110446451,0.3635655402016134,0.4131420240304261,0.3588569508749817,1.1527123329503948,0.4136588330385654,attenuation,false,f26ecf129f89445c806cd2def2c60008,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,0,drift,Drift,Value,1.1743618031855438,1.1541916878104346,1.1949118064968338,0.3967415302876514,0.3770414967755037,0.4182240090854728,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,false,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,1,attenuation,Attenuation,Value,1.260407407882351,1.220887332380198,1.3062806316501256,0.4258108211904516,0.4014165079753773,0.4526978660891287,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,false,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,2,noise,Noise,Value,1.3761617485550213,1.33716212551124,1.4180652704926038,0.4649167884752693,0.443679673176837,0.4886500577571087,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,true,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,3,spike,Spike,Value,1.1989719546229376,1.119106420094837,1.2867114139785412,0.4050557219749127,0.3740669757440706,0.4434745855549996,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,false,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,4,time_stretch,TimeStretch,Timing,1.0352179247647022,1.0189501405643613,1.0563956640060967,0.3497337383915779,0.3290625544268479,0.371134267387072,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,false,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,5,time_compress,TimeCompress,Timing,0.998296345058214,0.9934661604670136,1.0032155380747907,0.3372603047413562,0.317236491456186,0.3595126254811162,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,false,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,6,stuck_sensor,StuckSensor,Availability,1.175376665349626,1.1284510360515974,1.230183418462562,0.3970843871201172,0.3715328714200666,0.4249582169650506,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,false,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,6,PatchTST,PatchTST,7,missing_data,MissingData,Availability,1.0745551886287257,1.0520341118842187,1.1032797046724243,0.3630232767777954,0.3419174344245995,0.3848661583851911,0.3378358604745662,1.3761617485550213,0.4649167884752693,noise,false,bf9287ea69da4512a922e1e6f4087986,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,0,drift,Drift,Value,1.1971544833238643,1.1774899283871372,1.2183119845175343,0.4175801776341493,0.3948492235151093,0.4442402443773189,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,false,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,1,attenuation,Attenuation,Value,1.1810537467365454,1.1377926801654905,1.2321214122726956,0.4119640699907096,0.3880025550499294,0.438277670779239,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,false,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,2,noise,Noise,Value,1.0774189585534295,1.0584490116595104,1.09763195948261,0.3758151569962657,0.3534816379945728,0.4010521499483572,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,false,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,3,spike,Spike,Value,1.1197525616023127,1.0686872476237397,1.1807747802547082,0.3905815666178248,0.3615309536486313,0.4205747400346604,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,false,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,4,time_stretch,TimeStretch,Timing,1.0342113036111702,1.0133751314321615,1.0584317021982792,0.3607438688064167,0.3359620527245942,0.3877026595465732,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,false,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,5,time_compress,TimeCompress,Timing,1.0064566476873151,0.9954228914017644,1.0182814885808278,0.3510627505277803,0.3288176961063211,0.3757049422660407,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,false,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,6,stuck_sensor,StuckSensor,Availability,1.23019314263883,1.176381337707304,1.2956125855582443,0.4291044123237548,0.4021756709720172,0.4608151532370092,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,true,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
1,BeijingAir_Tiantan,Beijing Air Tiantan,7,Chronos2,Chronos2,7,missing_data,MissingData,Availability,1.1109243931905954,1.0707391610967902,1.1547729236847533,0.3875022078676376,0.3579592253740667,0.4194746422453249,0.3488106033523345,1.23019314263883,0.4291044123237548,stuck_sensor,false,b3e7b9a229724d3cab077d959057c670,4c5e0908fb1a9097c1bed37a3c29e849947e6fbd5828b63bc6ba2909525a5089
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,0,drift,Drift,Value,1.1898658696261806,1.1739825167595632,1.2076829246612422,0.4628304125167102,0.4468708246104532,0.4784924879629184,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,false,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,1,attenuation,Attenuation,Value,1.0400140920305696,1.0268289280493703,1.0541919710431338,0.4045415231457355,0.3906511149929557,0.4188769015967431,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,false,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,2,noise,Noise,Value,1.3204154727826485,1.2901590085302834,1.3532310315763012,0.5136112006922579,0.4946551243384145,0.5323123700383176,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,true,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,3,spike,Spike,Value,1.1936830959578213,1.117929849394515,1.2785534394626046,0.4643152256228277,0.4318879284973765,0.5023179268623693,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,false,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,4,time_stretch,TimeStretch,Timing,1.0161106175498116,1.0082519727591663,1.025902484835551,0.3952436222336036,0.3802239092423193,0.4093301557382563,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,false,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,5,time_compress,TimeCompress,Timing,0.9999999999999996,0.9999999999999988,1.0000000000000009,0.3889769631446922,0.3741362251214161,0.4027564508437339,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,false,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,6,stuck_sensor,StuckSensor,Availability,1.068896137795268,1.0516016529873302,1.0899069593110495,0.415775973596694,0.4002488452233078,0.4312690888198554,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,false,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,1,SeasonalNaive,SeasonalNaive,7,missing_data,MissingData,Availability,1.0267043463885916,1.016596469251221,1.0397082419631871,0.3993643387056906,0.3837765274270538,0.4134043930955526,0.3889769631446924,1.3204154727826485,0.5136112006922579,noise,false,44d49900f195447783004972cddf02af,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
2,Penmanshiel_Hourly_WT08,Penmanshiel WT08,2,DLinear,DLinear,0,drift,Drift,Value,1.1592735551603026,1.14496697473057,1.1749664276118088,0.3944419509359402,0.3819505527929001,0.4062714404275966,0.3402492441755021,1.2593600353792047,0.428496300182608,noise,false,60fed0bc9ac241f78ae88438e7a81bd7,d379114cd53cbbe062e0e09b673d66d5a6d103c8d25daba8f040e64926c0f2d0
